-0.004828+0.0014722i,-0.003511+0.0026195i,-0.0016465+0.0031271i,0.00030541+0.0022554i,-0.00032982+0.0017118i,-0.0013444+0.0012416i,-0.00068716+0.00038307i,3.3073e-05+0.00049403i,0.00087517+0.0016033i,0.001705+0.0013388i,0.0022511+0.00016757i,0.0013314-0.00057649i,-0.00016519-0.0013966i,-0.00058112-0.0010495i,-0.00022758-0.00040158i,-0.00010231-0.00030494i,-3.4666e-05+0.00017271i,2.3736e-05-0.00069737i,0.00034971-0.0010732i,-1.7114e-05-5.3948e-05i,-0.00018475+0.00071503i,0.00048849+0.00071374i,0.00078063+0.00063494i
0.00020657+0.00024895i,0.00030272-0.00010356i,0.0015511-0.00092201i,0.0022099-0.00082144i,0.0013074-0.00073192i,0.00072972-0.00099749i,0.00027349-0.00062844i,-0.0008939-0.0001224i,-0.0012055-0.00035992i,-0.00042102-0.00010114i,-0.00019125+0.00069618i,-0.00070752+0.0003544i,-0.00020781+0.00054045i,0.0004498+0.00086367i,0.00038957+0.0002869i,2.44e-05-8.3249e-05i,-0.00016041+0.00049203i,-0.00055951+0.00017631i,-0.00081724-0.00022403i,-0.00061569+0.00046522i,-0.00083941+0.00065836i,-0.00018896+0.00029599i,0.0010111-0.00029244i
-0.0020921+0.0012942i,-0.00096949+0.0022346i,4.1625e-05+0.003021i,0.00044886+0.0031615i,0.00025856+0.0022789i,0.00096445+0.00078402i,0.00060315+0.00058482i,-0.0014117+0.00055992i,-0.0022739+0.00020571i,-0.0016207+0.00047871i,-0.0011157+0.0013705i,-0.00074757+0.0013167i,0.00017464+0.0004611i,0.00096301+0.00020046i,0.0004246+0.00016742i,-0.00076455+0.00020022i,-0.0013958+0.00025231i,-0.0011049-0.00025615i,0.00036456+7.7974e-05i,0.00099261+0.00058103i,0.00029055+0.00013231i,0.00028858+0.00014669i,0.00036446+0.00035884i
-0.00023015+0.0025041i,0.0010382+0.0034665i,0.00238+0.0039873i,0.0038607+0.0028203i,0.0043402+0.00086389i,0.0033961-0.00042345i,0.0013844-6.6813e-05i,0.00028944+0.0016035i,-0.00011164+0.0023464i,-0.00031343+0.00161i,-1.2328e-05+0.0011914i,-0.00029797+0.00057115i,-0.00048659-0.0010353i,-0.00032029-0.0014093i,-0.00073266-0.0009455i,-0.00078946-0.00050713i,-0.00017211-0.00040135i,0.00076593-0.00055394i,0.0010847-0.00034351i,0.00074405-0.00041676i,0.00022674-0.0003158i,0.00024157-0.00019824i,0.00061923+3.2984e-05i
-0.00019824+0.0014998i,0.00097921+0.0017771i,0.0020625+0.0011504i,0.0032982-0.00019254i,0.0035877-0.001794i,0.0022661-0.0025781i,0.0015351-0.0016292i,0.0012497+0.00024164i,0.0012658+0.0015113i,0.0010804+0.0019544i,0.00038331+0.0017434i,-0.00066834+0.00096657i,-0.0010063+0.00032126i,-0.00026114+0.00026852i,-0.00020586+0.00045937i,-0.00041702+0.00074751i,0.00012857+0.0003964i,0.00038886-4.6377e-05i,-0.00019976+0.00050193i,-0.00034848+0.00073282i,-0.00027956+0.00097518i,-0.0007294+0.00082418i,-0.00025943-7.6158e-05i
0.0019421-0.0034176i,-0.00061775-0.0033803i,-0.0027768-0.0026961i,-0.0027324-0.0019811i,-0.0017955-0.0017796i,-0.0010256-0.0010316i,-9.6983e-05-0.00011658i,0.00039298+0.0003878i,0.0004977+0.0016561i,0.00040898+0.0024705i,-3.4298e-05+0.0017082i,-0.00098492+0.00090024i,-0.00091986+0.0012482i,0.00053648+0.001824i,0.0018501+0.0015413i,0.0019915+0.0008761i,0.00059899+7.995e-05i,-0.00027237-6.4025e-05i,-0.00022782+0.00034353i,-0.0010416+0.00057491i,-0.001835+0.0011524i,-0.0010104+0.001269i,-0.00015851+0.00047024i
-0.0022425+0.0015426i,-0.0018547+0.0034345i,-0.0010138+0.0043241i,0.00072954+0.0025182i,0.0010391-0.00020353i,0.00055809-0.00087277i,0.00015931-0.00066244i,-0.00053093-0.00095064i,-0.00038207-0.00068669i,0.00043776+0.00055971i,0.00047207+0.0016773i,9.6354e-05+0.0012183i,0.00038034+0.00063786i,-2.7572e-05+0.00038162i,-0.00097276-3.4362e-05i,-0.00096239-0.00048477i,-0.0001269-0.00049418i,-0.00047435-0.00034354i,-0.001159-0.00031479i,-0.00064878+9.2711e-05i,0.00010611+0.00062571i,0.00033521+0.0013529i,0.0010014+0.0012576i
-0.00064896-0.0015892i,-0.00058794-0.00038714i,-1.9176e-06+0.001011i,0.0011408+0.0018695i,0.0020532+0.0017506i,0.0029089+0.0010929i,0.0023931+0.00011056i,0.00058016-0.00035696i,-0.00042723-1.5626e-06i,-0.00085092+0.00048871i,-0.0012628+0.00079021i,-0.00070278+0.0011301i,-1.7805e-05+0.0014127i,-0.00011375+0.00087747i,-0.00017375+0.00011857i,9.095e-05+8.2845e-05i,-0.00031717+6.3058e-05i,-0.00047653+0.00038077i,-0.00064461-0.00013073i,-0.00072999-0.00043627i,-0.00024776+0.00026307i,-7.9767e-05+0.00020861i,0.00012965-0.0001623i
0.0028291+0.0030819i,0.0037764+0.0032127i,0.0041881+0.0023041i,0.0041186-0.00021647i,0.0039778-0.0027705i,0.0028549-0.0040445i,0.0012572-0.0022028i,-0.00023741+0.0003953i,-0.0011225+0.0012486i,-0.0011493+0.0010229i,-0.00089802+0.00077016i,-0.0010498+0.0010289i,-0.0013535+0.001484i,-0.0011718+0.0015062i,-0.00083209+0.0015795i,8.2177e-06+0.0012788i,0.00075053+0.0011274i,0.00066611+0.0010337i,0.00046296+0.00033049i,0.00047815-0.00032241i,0.00021543-0.00030905i,0.00014766-0.00043815i,-7.9521e-05-0.00060245i
0.00057382+0.00088149i,0.0011206+0.00088791i,0.0013882+0.00080055i,0.00088812-0.00014424i,3.7156e-05-0.0012382i,-0.00061685-0.0014128i,-0.00057514-0.00028057i,-0.00060468+0.0013663i,-0.0011225+0.0021259i,-0.0016714+0.0027312i,-0.0013802+0.0021883i,-0.0006925+0.00053032i,-0.00062725+3.0959e-05i,-0.00029038+5.0575e-05i,-0.00032768+0.00028793i,-0.00052863+0.0005621i,-0.00025415+0.00028593i,-0.00020174-0.00024913i,-0.00094744-0.00063747i,-0.00090397-0.00062732i,-0.00056198+7.8697e-05i,-0.00055258+0.00044073i,-0.0002533+0.00034992i
0.0010899+0.0020496i,0.002102+0.0028405i,0.0027797+0.0026738i,0.0023656+0.001108i,0.0025044-0.00060236i,0.0021298-0.00085282i,0.0016961+0.00040685i,0.001617+0.0014993i,0.0010693+0.0018578i,0.00043407+0.0012667i,0.001033+0.0005976i,0.0013255+0.00081767i,0.00022892+0.00088151i,-0.00012922+0.00039612i,0.00087267-0.00050497i,0.0011344-0.001276i,5.7382e-05-0.0011444i,-0.00082789-0.00041623i,-0.0010751-0.00041549i,-0.00092768-6.4411e-05i,-8.7296e-06+0.00037808i,0.00081387+0.00014387i,0.0004978-3.2608e-05i
0.0021093-0.00029946i,0.0018107-0.00071719i,0.0017583-0.00094464i,0.0027568-0.00077337i,0.0031347-0.00054065i,0.0018756-0.00079851i,0.00089021-0.00056448i,0.00043453+0.00019258i,0.00047314+0.00072769i,0.00089282+0.0010998i,0.00063624+0.00097008i,0.00050513+0.00051886i,0.00026166+0.0002702i,-0.00051942+0.00042244i,-0.00050811-0.00011136i,-0.00071358-0.00044086i,-0.00044386-1.8436e-05i,-0.00047278+0.00018876i,-0.00071123+3.5041e-05i,1.1965e-05-0.00011413i,0.00014558+1.2972e-05i,0.00013465+0.00032166i,0.00018085+0.00018261i
-0.0002123-0.0012809i,-0.0016098-0.00063805i,-0.0021037-6.1132e-05i,-0.00051644-8.9736e-05i,0.00011553-0.00083496i,0.00016425-0.0016368i,-0.00046419-0.0019062i,-0.00072399-0.0020414i,-0.00059914-0.0015571i,-0.0009298-2.1873e-05i,-0.0010788+0.0013526i,-0.00039268+0.00090784i,0.00019111+0.00030498i,-0.00021855+0.00088961i,-0.0010775+0.0010173i,-0.0014014+0.000126i,-0.00078553-0.00015208i,-9.6487e-05+0.00044348i,0.00012701+0.0003422i,6.001e-05-0.00035298i,-0.00040126-0.0010628i,-0.00087697-0.00076373i,-0.00098475+0.00031531i
-0.001974+0.0016949i,-0.00062208+0.0030155i,0.0001359+0.0028429i,0.0010644+0.002802i,0.0012361+0.001467i,0.00099357-0.00086562i,0.0005797-0.0012566i,-0.0011607-0.00042309i,-0.0031546+7.6888e-05i,-0.0029603+0.00055838i,-0.001424+0.00044085i,-0.00036952-0.00016382i,-7.4118e-05-0.00082662i,-0.00045523+3.2878e-05i,-0.00076841+0.00093804i,-1.6242e-05+0.00035566i,0.00075067+1.537e-05i,-0.00028425-0.00014809i,-0.00063567-0.00074969i,2.438e-05-0.0011547i,0.00036852-0.00092588i,-0.00012206-0.00027618i,-8.374e-05+6.7432e-05i
0.0010933-0.00021531i,0.00074637-0.00090358i,0.00079113-0.00089778i,0.0018211-0.00066013i,0.0030145-0.00089905i,0.0030264-0.00042273i,0.0018091+0.00087612i,0.00020389+0.0020187i,-0.0010109+0.0027309i,-0.0018828+0.0026319i,-0.0018459+0.0011936i,-0.00068035+0.00046167i,0.00054544+0.00073959i,0.0010391+0.00031211i,0.00042655+9.9554e-06i,-9.6835e-05-0.00012071i,-0.0002139-0.000939i,-0.00017381-0.0011428i,-0.00016407-0.00093738i,-0.00066371-0.00069919i,-0.00097482-0.0002117i,-0.00058797+0.00070737i,3.3124e-05+0.00081946i
0.00055893+0.0041829i,0.001703+0.0044817i,0.0041686+0.0044306i,0.0052937+0.001596i,0.0045742-0.0014011i,0.0016861-0.0018253i,-0.00037541-0.0011334i,-0.00052852+0.0002796i,0.00011236+0.0028025i,0.00086374+0.0035359i,0.00076503+0.0019656i,0.00011376+0.0006742i,-0.00010931+0.00060051i,-1.1403e-05+0.00049588i,-0.00016534+0.00040104i,-0.00062442+0.00095904i,-0.00041519+0.00070663i,-0.00021455+0.00037251i,-0.00048907+0.00026157i,-0.00015546+0.0009466i,5.2992e-05+0.0014707i,0.00038583+0.00025604i,0.0006139+0.00036211i
-0.00093479-0.00037631i,-0.00090135-0.00086538i,-0.00022445-0.0015793i,0.00010917-0.0017365i,0.00078595-0.0011349i,0.0011215-0.00045028i,0.00077625-0.00075682i,0.00071347-0.0012366i,0.0008305-1.0327e-06i,0.0003411+0.0012519i,0.00053047+0.0020375i,0.00074121+0.0016964i,0.0002192+0.00029909i,-0.00080115-0.0005649i,-0.00099815-0.00053447i,-0.00030628+0.00052547i,-0.00021927+0.00057974i,-0.00011801-0.00015601i,0.00062487-0.00057023i,0.00084631-0.00045954i,0.00051161-0.00029658i,0.0001281-0.00026001i,-0.00028733-5.8528e-05i
0.0016357-0.0014317i,0.00086166-0.00042942i,0.00083184-0.00078279i,0.0013664-0.00087684i,0.0012513-0.00068757i,0.00072752-0.00045215i,0.00059723+0.00025223i,4.719e-05-0.00020355i,-0.00057572-0.00074597i,-0.00057223-7.0168e-05i,0.00015536+0.00089554i,0.0011564+0.0010088i,0.00011871+0.00047257i,-0.0011456+0.00081344i,-0.0010007+0.0015127i,-0.00030427+0.00080687i,0.00032856-0.00021741i,0.00013287-0.00078495i,-0.00047303-0.0010239i,-0.0001784-0.0002737i,-0.00015509+0.00070851i,-0.0011741+0.00076519i,-0.00099333+0.00021198i
0.00048309-0.0018145i,0.0002188-0.00095646i,0.0010341+0.00023133i,0.0015674-0.00042406i,0.0014242-0.0020887i,0.00087154-0.0032254i,0.00079682-0.0033588i,0.00064291-0.0017337i,-0.00082033-0.00043628i,-0.0017977-0.00043927i,-0.0012445-0.00036685i,-0.00093633+0.00053022i,-0.0011171+0.0012963i,-0.00098103+0.0016586i,-0.00017491+0.001162i,0.00045588-1.2042e-05i,0.00040354-0.00036585i,0.00071165-0.00021354i,0.00072179+0.00043255i,-0.00019358+0.00053447i,-0.00063833+0.00057003i,-0.00026934+0.00096203i,-0.00040866+0.00052724i
-0.00021656-0.00095557i,0.0012209+0.00024072i,0.0022264+0.00050392i,0.001773+0.0013587i,0.00062203+0.00093185i,0.00087885-0.00095806i,0.00026169-0.0012606i,-0.0011415+0.00014849i,-0.002152+0.0014735i,-0.0025281+0.0020563i,-0.0018868+0.0014841i,-0.00052249+0.00030567i,0.00016296+8.6466e-05i,0.00037192+0.00010017i,0.00064692-0.0002041i,0.00034235-0.00094429i,0.00014767-0.0006751i,2.7614e-05-0.00051349i,-0.00035141-0.0013192i,-0.00042626-0.00057853i,-0.00082905+0.00056531i,-0.00085668+0.0006153i,-0.00057012-0.00032432i
-0.00025541+0.0019177i,-0.0020973+0.0021569i,-0.0019741+0.0023736i,-0.00088238+0.0022583i,-0.00037581+0.001372i,-0.00067134+0.00090727i,-0.00082061+0.00039329i,-0.00057902+0.00068534i,3.3262e-05+0.002663i,6.6129e-05+0.0034287i,-0.00078221+0.0027821i,-0.0012685+0.0013188i,-0.00081657-0.00021877i,-0.00027576-0.00079388i,0.00033187-0.00085438i,0.00068835-0.0013045i,7.778e-05-0.0015445i,-0.00091407-0.00060557i,-0.00069537-0.00032867i,-0.00062545-0.00051867i,-0.00017638-0.00038814i,1.4977e-05-0.00015565i,0.00020717+0.00051087i
-0.0014403-0.0017462i,-0.0024586-0.0013948i,-0.0018549-0.00035642i,-0.00021512-0.00085354i,0.001063-0.0013231i,0.00093414-0.00012962i,0.00097784+0.0010528i,0.0016705+0.0019407i,0.0014859+0.0018991i,0.0016124+0.0022635i,0.0015839+0.0026236i,0.0011784+0.0020411i,0.00056075+0.0017193i,0.00061547+0.0016566i,0.00095525+0.0011445i,0.00034487+0.00067054i,-0.00053719+0.00036997i,-0.00078011-8.2254e-05i,-0.0004463-0.00042523i,-0.00023359-0.00074666i,-6.1432e-05-0.00054541i,0.00022838-6.5439e-05i,0.00023511+0.00038585i
0.0027242+0.00031427i,0.0020925+0.00031082i,0.0017512+0.00026508i,0.0011533+0.0001286i,0.00085036-0.00037536i,0.0011901-0.00036605i,0.0013496+0.00019449i,0.00085269+0.00035995i,-4.5238e-06-0.00077188i,-9.6673e-05-0.0010287i,0.0012655+2.7624e-05i,0.0019621+0.00064921i,0.00062802+0.00050092i,-0.0003293+0.0012011i,-0.0003364+0.0021531i,-0.00044706+0.0018257i,-0.00028098+0.00075383i,-0.00029345+0.00081701i,-0.00031884+0.0012814i,-0.00023425+0.00080415i,0.00018823+9.6324e-05i,0.00061207-0.0003663i,0.00031969-0.00011283i
0.0008396+0.0020731i,0.0023642+0.0025971i,0.0041159+0.0020995i,0.0036551+0.00028454i,0.0026026-0.0022004i,0.0019839-0.003031i,0.001634-0.0020534i,0.00052254-0.001354i,-0.0011598-0.00062652i,-0.0018776+0.00021164i,-0.0016388+0.00021052i,-0.0016606-0.00055809i,-0.0010596-0.00034079i,0.00033865+0.00037741i,0.00071118+0.00035979i,0.00051659+0.00036119i,0.00069188+0.00043327i,0.0010468-0.00031633i,0.0016243-0.00084195i,0.0011555-0.00069527i,0.00053904+0.00011027i,0.00030234-6.2878e-05i,7.2225e-05-0.00026575i
-0.0013166+0.00078344i,-0.0014273+0.00074679i,-0.0012158+0.0024031i,-0.00023633+0.0031938i,0.00084398+0.0009415i,0.0011092-0.0017764i,4.6577e-05-0.0020377i,-0.0011787-0.00043624i,-0.0020305+0.0010299i,-0.0031444+0.001995i,-0.003584+0.0020859i,-0.0031983+0.0017911i,-0.0019637+0.0013439i,-0.00060006+0.0008564i,-0.00051747+0.00056246i,-0.00040126+0.00023356i,-3.4951e-05-0.00016074i,-0.00071154-0.00055035i,-0.002038-0.00044147i,-0.0013886-0.00044888i,0.00014419-0.00051582i,0.00064126+0.00040715i,0.00049077+0.0013839i
0.00052225+0.0018264i,-1.6232e-05+0.0020042i,0.00066735+0.0021544i,0.0016127+0.0016657i,0.0016806+0.0002671i,0.00031369-0.00021313i,-0.0011315+0.00094711i,-0.0013782+0.0015485i,-0.00045699+0.002298i,-0.00035513+0.0036199i,-0.00090978+0.0038978i,-0.00097639+0.0035001i,-0.0015179+0.0021984i,-0.0014629+0.00028575i,-0.00157+1.3925e-05i,-0.0014816-1.7475e-05i,-0.00089345+9.9005e-05i,-0.0006131+0.00010887i,-0.00013837-0.00034905i,-5.1875e-05+7.9044e-05i,0.00036755+0.00036133i,0.00057568+0.00042902i,0.00032275+0.00054563i
0.00071399+0.00057337i,0.0011893+0.0012348i,0.00024581+0.002773i,0.0011913+0.0027587i,0.0026208+0.0011252i,0.0023359+0.0011669i,0.0027918+0.0019542i,0.0025783+0.0018644i,0.0018694+0.0016197i,0.0014233+0.001904i,0.0012896+0.0024367i,0.0015447+0.0025171i,0.0015587+0.0019152i,0.0011238+0.0004402i,9.1972e-05-0.00067014i,-0.00022268-0.0010217i,-0.00078998-0.00084227i,-0.0010533+2.3762e-05i,-0.0012211+0.00068476i,-0.0016677+9.6319e-05i,-0.00094642-9.7496e-05i,-7.2586e-05-0.00046874i,0.00029163-0.00044031i
0.0011577+0.0011155i,0.0013564-0.00025006i,0.0017416-0.0026104i,0.0026299-0.0034703i,0.0033219-0.003505i,0.0035766-0.0032645i,0.0038276-0.0019698i,0.0020375-0.0012951i,0.00040336-0.001831i,0.00081983-0.0016938i,0.0013025-0.0014248i,0.0012344-0.0018275i,0.00048121-0.0017543i,-8.2263e-05-0.00086607i,0.00013892-0.00034713i,-5.3968e-05-0.0001515i,-0.00039801-0.00034054i,-0.00021142-0.00037609i,-0.00019666+0.00022899i,-0.00092909+0.00031959i,-0.00016514-0.00040927i,0.00061382-0.00088797i,0.00010843-0.00092662i
0.00083975-0.0022709i,0.0007243-0.0027607i,0.00060672-0.0032965i,5.9779e-05-0.0025938i,6.7416e-05-0.0027188i,-0.00022554-0.0026656i,-0.0012343-0.0023687i,-0.00082356-0.0021923i,-0.0010157-0.00084672i,-0.0021262-0.00083947i,-0.0025372-0.0016212i,-0.0018149-0.0020852i,-0.00050988-0.0017929i,-9.0692e-05-0.00098016i,0.00063603-0.00086846i,0.0012442-0.00075809i,0.00069473-0.00027456i,0.0002128+4.9948e-06i,0.00062482-0.0001353i,0.00051124-0.00029995i,-0.00099559-0.00071391i,-0.001464-0.0010476i,-0.0013168-0.00065646i
-0.00025219+0.00041646i,0.00047362+0.0023072i,0.0004978+0.0043598i,0.0003765+0.0049389i,-0.00012956+0.0034795i,-0.0010615+0.00108i,-0.0020333+0.00042261i,-0.0019611+0.00096275i,-0.0022273+0.0017431i,-0.0027195+0.0027967i,-0.0029892+0.0023811i,-0.0028067+0.0009687i,-0.0015145+0.00064001i,0.00014537+0.00070313i,0.00064114-0.00019398i,0.00026351-0.0013675i,-0.00027374-0.0014659i,-0.00042414-0.000959i,-0.00055373-8.7263e-05i,-0.0010889+0.00026748i,-0.0011927+0.00078606i,-0.00081699+0.00092973i,2.9769e-05+0.00063037i
-0.00071253+0.003424i,0.0001268+0.0042625i,0.00090093+0.004709i,0.0027871+0.0028775i,0.0035033-0.0001934i,0.0022869-0.0012123i,0.0005595+0.00019104i,-0.00070926+0.0010124i,-0.00070768+0.0020811i,-0.000691+0.0041754i,-0.0013389+0.0051994i,-0.001326+0.0046301i,-0.00068182+0.0033412i,-0.0010334+0.0015469i,-0.0014268+0.00043277i,-0.00087602+3.0182e-05i,-0.00039095-0.00040541i,-0.00054879-0.00060211i,-0.00082416-0.00042609i,-0.0007657+1.3129e-06i,5.1975e-05+0.0011155i,0.00036425+0.0016878i,0.00070548+0.0012502i
-0.0012684-0.0010037i,-0.0013091-0.0032034i,-0.0011829-0.0033358i,0.00040591-0.0014205i,0.0031278-0.00075756i,0.0047426-0.00025063i,0.0033243+0.00091303i,0.00109+0.0016543i,0.00091122+0.0027177i,0.0017742+0.002764i,0.0021125+0.0024761i,0.0022848+0.0019482i,0.001828+0.0012733i,0.00047595+0.0013528i,-0.00032224+0.0014582i,-0.0001274+0.0015467i,3.9829e-06+0.00094168i,0.00017361-0.00026524i,-0.00011953-1.986e-05i,-0.00084353+0.00011625i,-0.00069652-9.3391e-05i,-7.6819e-05-0.00022218i,-9.09e-05-0.00046244i
0.0029841-2.6673e-05i,0.0033399-0.00042841i,0.0032763-0.00092739i,0.0027853-0.0016948i,0.0020771-0.0017011i,0.0021573-0.00099297i,0.0022721-0.00025144i,0.0016139+0.00029185i,0.00096764-2.5539e-05i,0.0012906-0.00034998i,0.0014299-9.0199e-05i,0.0010242-0.0004695i,0.00096324-0.00058555i,0.00035843+0.00011239i,-0.00057827+0.0012819i,-0.00032281+0.0014846i,-0.00012711+0.0012317i,0.00016394+0.0018198i,0.00091753+0.0011769i,0.00087778+0.00043049i,9.1224e-05+0.00018283i,-0.00043854+0.00033344i,-0.00032504+0.00014609i
-0.00088858+0.0012776i,-0.00035091+0.0026067i,0.0010476+0.0039052i,0.00088147+0.002054i,-0.00136-0.00080923i,-0.002485-0.0027663i,-0.001064-0.003843i,-0.00043582-0.0039867i,-0.0025423-0.0035356i,-0.0043656-0.0028369i,-0.0036762-0.0023175i,-0.0021784-0.0015201i,-0.0011015-0.00084032i,-0.0010368-8.129e-05i,-0.0012741-0.00039136i,-0.00059291-0.0014939i,4.3542e-06-0.0014851i,0.00013338-0.0014019i,4.7782e-05-0.0010636i,-0.00015654-0.00046866i,-0.00082239-0.00015788i,-0.00099108+0.00038625i,-0.00062266+0.00029546i
-0.0025877-0.00048713i,-0.0026364+0.0014785i,-0.00097182+0.0032869i,0.0018075+0.0025588i,0.0031292+0.00062753i,0.00052713-0.00047338i,-0.0020281-0.0011317i,-0.0028422-0.0014265i,-0.0039024-0.00023846i,-0.0046902+0.0013825i,-0.0030332+0.0020097i,-0.0016425+0.0013838i,-0.0019804-0.00038256i,-0.0015554-0.0012989i,-0.0013522-0.00054983i,-0.00094003-0.00039933i,-0.00048207-0.0010759i,-0.0016723-0.0015233i,-0.0013755-0.00045809i,-0.00060389+0.00078122i,-0.00092895+0.0012632i,-0.00076636+0.0011868i,-0.00032261+0.00052621i
0.0020276+0.00025134i,0.0028245-0.0017699i,0.0026879-0.0028064i,0.0020938-0.0022646i,0.0034779-0.0015092i,0.0033757-0.00082981i,0.00059608+0.0012964i,-0.0015807+0.0030705i,-0.0016097+0.0041929i,-0.0010725+0.0047898i,-0.00085121+0.0043499i,-0.00080425+0.0030042i,-0.00017166+0.0020504i,-4.8777e-05+0.0017026i,-0.00058812+0.0011232i,-0.0010258+0.0006506i,-0.0014624+0.00032377i,-0.0021829+0.00030118i,-0.0025723+2.2048e-05i,-0.0016044-0.00024606i,-0.0012515-0.00021679i,-0.0012378+0.00055282i,-0.0006657+0.0010747i
0.0018019+0.0011081i,0.0011494+0.0020485i,0.00078874+0.0014358i,0.00067799+0.00091148i,-3.5865e-05+0.00050879i,0.00064806+0.0019743i,0.0018896+0.0038828i,0.0024016+0.0044569i,0.0023082+0.004742i,0.0026865+0.0042062i,0.0038632+0.0033294i,0.0040686+0.0025613i,0.0027346+0.0015366i,0.0014691+0.00058932i,0.00071441+0.00031092i,0.0004693+0.0010399i,0.00023265+0.0013025i,0.00015116+0.0014229i,-0.00014943+0.00086817i,0.00012444+0.00034147i,0.0011201-0.00013952i,0.0011983-0.00051166i,0.00047181-0.00026663i
-0.0028447+0.00023999i,-0.00069313+0.0019542i,0.0020057+0.0030245i,0.0032902+0.0026477i,0.0036978-0.00035157i,0.0041615-0.0027938i,0.0048568-0.0027897i,0.0060089-0.0024593i,0.0052463-0.0016687i,0.0033027-0.0010966i,0.0024012-0.0018492i,0.0022376-0.0023595i,0.0019627-0.0018895i,0.0013759-0.0018434i,0.0007125-0.0016381i,0.00033546-0.0015471i,0.00078589-0.0014765i,0.0014634-0.0010927i,0.00087285-0.00069332i,-0.00013754-0.00052443i,-1.1931e-05-0.00040745i,0.00038676-0.00033506i,0.00040774+3.3301e-05i
-0.00091453+8.118e-05i,-0.00084949+0.00084254i,0.0012469+0.0012778i,0.0025575+0.0014356i,0.0028388+0.00061866i,0.002726-0.0017344i,0.0013983-0.0043529i,-0.00023141-0.0049279i,-0.0017304-0.0041345i,-0.0032937-0.0027036i,-0.0031709-0.0016464i,-0.0019221-0.0015466i,-0.0014548-0.0015595i,-0.0011037-0.00043288i,-0.00037942-0.00051838i,-3.6959e-06-0.00092817i,-0.00011168-0.001212i,0.00036395-0.0018442i,0.00076454-0.0017761i,0.00041196-0.001052i,0.00064479-0.00043464i,0.0007359+0.00042873i,0.00061697+0.0006281i
0.0005849-0.00019085i,-0.0023804+0.0015421i,-0.0037677+0.0027793i,-0.0024848+0.0014648i,-0.00097492-0.00091484i,-0.0017323-0.0017325i,-0.0038101-0.0017652i,-0.0060025-0.0016452i,-0.0072884-0.00015467i,-0.0068644+0.0023973i,-0.0054683+0.0030013i,-0.00437+0.0021002i,-0.003717+0.0017618i,-0.0029285+0.0022335i,-0.0021336+0.0018527i,-0.0019414+0.00025313i,-0.0019858-0.00055732i,-0.0018094-0.00074029i,-0.0013109-0.00087223i,-0.00049252-0.00051765i,-1.8012e-05-0.00016378i,0.00025972-2.1402e-05i,0.00081438+3.7568e-05i
0.00181+0.0014791i,0.001124+0.00016441i,0.0025336-0.0010466i,0.0046136-0.0016932i,0.0039659-0.0028759i,0.00084027-0.0016296i,-0.0026045+0.0020635i,-0.0044886+0.0052196i,-0.0035176+0.0074403i,-0.0010154+0.0079684i,1.0528e-05+0.0061404i,-0.0008425+0.0034627i,-0.0020028+0.0025503i,-0.0023415+0.0027191i,-0.0011529+0.0019977i,-0.00034311+0.0011235i,-0.00020706+0.00046775i,0.00061291+0.00042959i,0.00064214+0.00012936i,-0.00022068-0.00055435i,-0.00032049-0.00047105i,-3.2855e-06-0.00059545i,7.1268e-06-0.00056318i
0.00057666+0.00083075i,0.0028489+0.0010359i,0.0046768+0.0012209i,0.0054008+0.00062667i,0.0052989+0.00039423i,0.0050366+0.0014067i,0.0055534+0.0040829i,0.0062185+0.006685i,0.0061032+0.0067197i,0.0055471+0.0046288i,0.0042219+0.0022746i,0.0022224+0.0013091i,0.0011394+0.00031399i,0.001584+0.00021035i,0.0012703+0.0014398i,0.0013187+0.0012416i,0.0020682+0.0009388i,0.0015349+0.0011104i,0.00022451+0.00071416i,-9.3525e-05+8.1185e-05i,0.0002379-0.00010228i,0.00032018+0.00029185i,0.00055732+0.00097628i
0.0015714+0.0039225i,0.0023686+0.0048873i,0.0045965+0.0063281i,0.0058351+0.005041i,0.0053206-0.00048692i,0.0059373-0.0051031i,0.0077689-0.0044007i,0.00891-0.0036933i,0.0082731-0.004919i,0.0059958-0.00562i,0.0031991-0.0049175i,0.0013201-0.0037503i,0.0012817-0.0026881i,0.0015593-0.0016611i,0.0012075-0.00067763i,0.00071224-0.00086667i,0.00020223-0.0011844i,-7.5234e-05-0.00079148i,-0.00068055-0.00073648i,-0.00062456-0.00032095i,-0.00055854+0.00057209i,-0.00052752+0.001296i,4.4771e-05+0.001222i
0.0012898+0.0028873i,0.0016896+0.003466i,0.0038143+0.0052256i,0.0054518+0.0045589i,0.0038306-0.00030851i,-0.0012508-0.0061653i,-0.0039478-0.0095787i,-0.0033046-0.011112i,-0.0033593-0.010013i,-0.0046872-0.0053494i,-0.0049917-0.0018998i,-0.0039409-0.0011693i,-0.0028251-0.0017316i,-0.0021188-0.0018057i,-0.003023-0.00023961i,-0.0040472+0.00052279i,-0.0033581+4.1072e-05i,-0.0016591-0.0003422i,-0.0013198+0.00021725i,-0.0011571+4.9593e-05i,-0.00018046-0.00059283i,0.00048248-0.00025031i,0.00033233-9.8243e-06i
