-0.0055718-0.00054364i,-0.0056725-0.0019401i,-0.0065381+0.00047583i,-0.0055885+0.0027788i,-0.003169+0.0026875i,-0.0011257+0.0024326i,-0.00038089+0.0029669i,0.00044036+0.0026583i,0.00055471+0.002106i,0.00046723+0.0017743i,-0.00014954+0.0012138i,-0.0011365+0.00081279i,-0.00059743+0.00013255i,-0.00019018-0.001368i,0.00013702-0.0015102i,-0.00026242-6.666e-05i,-0.00065568+0.00095337i,-1.984e-05+0.00056963i,0.00078697-0.00031705i,0.00086603-0.00026643i,0.00065544+0.00017555i,0.00047573-0.0005993i,-1.8922e-05-0.0009669i
-0.077913+0.018542i,-0.044983+0.023688i,-0.012418+0.017871i,-0.0020294+0.014736i,-0.002832+0.015418i,-0.0041998+0.01197i,-0.0048693+0.004833i,-0.0041473+0.00058147i,-0.0027809-0.00064953i,-0.00037211-0.00041725i,0.0026862+0.0012818i,0.0044026+0.0031128i,0.003779+0.003571i,0.0031127+0.0026213i,0.0031984+0.0012567i,0.0011163+0.00052889i,-0.0014649+0.00022228i,-0.002106+0.001138i,-0.0015762+0.0023814i,-0.0014347+0.0023894i,-0.001441+0.0023204i,-0.0012978+0.0024126i,0.00014514+0.0020301i
-0.0043883+0.077827i,0.0097413+0.04575i,0.010822+0.011044i,0.010433+0.0010177i,0.01018+0.003637i,0.0069633+0.0041991i,0.0017254+0.0039697i,-0.0015587+0.0041341i,-0.0026402+0.0032424i,-0.0014459+0.00097555i,0.0021891-0.0016387i,0.0050967-0.003298i,0.0046472-0.0030169i,0.0016077-0.0015291i,-0.00049537-0.00059204i,-0.0013333-0.00012655i,-0.0018212+0.0012476i,-0.0011759+0.002712i,-0.00021045+0.0030712i,0.00036658+0.0030309i,0.00097074+0.0031981i,0.00079219+0.0030454i,0.00062685+0.0017592i
0.075541+0.021254i,0.048915-0.00020822i,0.015614-0.0077312i,0.0026247-0.0099497i,0.0026684-0.012111i,0.0018312-0.0093702i,0.00046269-0.0025622i,0.0010658+0.0018668i,0.0015821+0.00228i,0.00055823+0.0012497i,-0.0019298-0.0017461i,-0.0037881-0.0051361i,-0.0047356-0.0053141i,-0.0039992-0.0029247i,-0.0022368-0.0012901i,-0.0013191-1.7715e-05i,-4.7741e-06+0.0012068i,0.0021168+0.00078271i,0.0028514+0.00033415i,0.003146-0.00018671i,0.0032948-0.0010439i,0.0022918-0.0015206i,0.0014591-0.0020245i
0.037317-0.066141i,0.011461-0.043834i,-0.0038871-0.011835i,-0.0069025-0.0016163i,-0.0086256-0.0038486i,-0.0092013-0.0042708i,-0.004407-0.0031276i,0.00053853-0.0026914i,0.0017839-0.0014771i,-0.00037891+0.00026833i,-0.0039014+0.0012189i,-0.006354+0.0019496i,-0.0061284+0.0022289i,-0.002834+0.00087627i,-0.0012458-2.7387e-05i,-0.00054997+0.00030553i,0.0017987-0.00015403i,0.0025929-0.0019281i,0.0012794-0.0030473i,0.00041272-0.0034732i,-0.00021708-0.0038316i,-0.00077589-0.0036411i,-0.00057355-0.0019879i
-0.056927-0.053494i,-0.042917-0.024613i,-0.015632-0.002763i,-0.0054373+0.0029061i,-0.0088643+0.004416i,-0.0098621+0.0051046i,-0.0059731+0.0017472i,-0.003057-0.0018582i,-0.00197-0.002032i,-0.00036014+0.0004653i,0.0013671+0.0043798i,0.0019325+0.0073839i,0.0028874+0.005761i,0.0033321+0.0016877i,0.002354-0.0013552i,0.0018206-0.0015899i,0.00089365-0.00084964i,-0.0005204+0.00010927i,-0.0013716+0.00095959i,-0.0023406-7.7903e-05i,-0.0033856-0.00093168i,-0.0033282-0.0006282i,-0.0018343+0.00029132i
-0.064753+0.042656i,-0.033367+0.03031i,-0.006795+0.0049016i,-0.0011257-0.0021599i,-0.0018046+0.0042142i,-0.00094742+0.0068928i,-0.002086+0.0047551i,-0.0047265+0.0033618i,-0.0041588+0.0030956i,-0.00051439+0.0027143i,0.0040707+0.0018196i,0.0074454+0.00060458i,0.0079417-0.0013286i,0.0046577-0.0017347i,0.0013873-0.00033391i,0.00040924+0.00013339i,-0.00094095+0.00048668i,-0.0019354+0.0020445i,-0.0014286+0.0032966i,-0.00078467+0.0035497i,-0.0010495+0.0037365i,-0.00077112+0.0032396i,0.00077981+0.001945i
0.024911+0.072119i,0.02305+0.039687i,0.0040968+0.008663i,-0.0051489+0.00069083i,-0.00094027+0.0022913i,0.0015228+0.002237i,0.00058221+0.0024717i,0.00087178+0.0044207i,0.0017347+0.0046388i,0.0023386+0.0016622i,0.001915-0.003492i,0.0010006-0.0078861i,-0.0006735-0.0079221i,-0.0024242-0.0035131i,-0.0022284+0.00019763i,-0.0015194+0.00086493i,-0.0019587+0.0012906i,-0.0012303+0.0018707i,0.00076622+0.0017064i,0.0015484+0.002104i,0.0026768+0.0027254i,0.0028576+0.0021324i,0.002296+0.0010168i
0.077884-0.010302i,0.047318-0.015073i,0.013224-0.0026078i,0.0029014+0.0044253i,0.0016532-0.00069631i,-0.00169-0.0041148i,-0.0012852-0.0019473i,0.0023006+0.00015151i,0.0028878-0.001161i,0.00059717-0.0029127i,-0.0034234-0.0027506i,-0.0083207-0.0015566i,-0.00873-0.00035185i,-0.0049984+0.00047525i,-0.0023716+7.5978e-05i,-0.0012035+0.00013395i,0.00034298+0.0012106i,0.0021479+0.00065554i,0.0021887-0.0012087i,0.0019136-0.0019269i,0.0024574-0.0027356i,0.0022625-0.0034242i,0.0010096-0.002466i
0.0075573-0.076024i,-0.0036399-0.046736i,0.001573-0.0099911i,0.0056892-0.00015392i,-0.0017978-0.0040521i,-0.0076766-0.0028454i,-0.0047158-0.0013165i,-0.00025778-0.0028528i,-0.00021171-0.0032104i,-0.0020058-0.0012412i,-0.0034383+0.0025265i,-0.0041177+0.0062571i,-0.0017203+0.006098i,0.0012377+0.002562i,0.0016093-0.00039896i,0.00092814-0.00069461i,0.0015672-0.001087i,0.0014354-0.0022163i,0.00020807-0.0023053i,-0.0011369-0.0024356i,-0.0021686-0.0033707i,-0.0017661-0.0029456i,-0.00057705-0.0012844i
-0.074079-0.023177i,-0.049385-0.0084633i,-0.012547-0.0075869i,-0.0009995-0.0094559i,-0.006367-0.0028896i,-0.0077234+0.0028108i,-0.0045181+0.0015359i,-0.0044886-0.0010531i,-0.0062001-0.00099368i,-0.0033724+0.0016789i,0.0025398+0.005296i,0.0074184+0.0065308i,0.008922+0.0035643i,0.005485-0.00046419i,0.0019623-0.0021353i,0.0020398-0.0016634i,0.00095221-0.0018659i,-0.0012787-0.0014619i,-0.0018128-0.00011081i,-0.0029133-0.00027596i,-0.0043054-7.4642e-05i,-0.0038854+0.00087981i,-0.0022226+0.00051935i
-0.043784+0.067647i,-0.022705+0.044708i,-0.011629+0.0075531i,-0.011957-0.0051782i,-0.0081354+0.0012494i,-0.0022483+0.0039103i,-0.0020862+0.0024643i,-0.0036679+0.003472i,-0.0023132+0.00473i,0.00058023+0.0037804i,0.0038834-0.00036362i,0.0071144-0.0054875i,0.0064246-0.0074087i,0.002428-0.0041996i,0.0005836-0.00010096i,0.00046866-0.00017255i,-0.0012196-0.0011741i,-0.002227+0.00059693i,-0.00096038+0.0021135i,-0.00022021+0.0025348i,0.0002578+0.0037414i,0.0012057+0.0043648i,0.001106+0.0028124i
0.058954+0.053697i,0.042642+0.028517i,0.0071514+0.009091i,-0.0081376+0.0078714i,-0.0037787+0.0061402i,-0.00066839+0.0018329i,-0.00088417+0.002148i,0.00065163+0.0038268i,0.0026195+0.0031027i,0.0029314+0.00018315i,0.00021231-0.0037684i,-0.0045366-0.0067169i,-0.0075237-0.0047996i,-0.0064736-0.00022223i,-0.0034538+0.0019642i,-0.0023073+0.0011273i,-0.001714+0.00085445i,0.0002496+0.00048397i,0.0020801+0.00013528i,0.0024591+0.0012026i,0.0030284+0.0018221i,0.0037773+0.0012549i,0.0030032+9.8881e-05i
0.066662-0.046684i,0.038495-0.035365i,0.012256-0.0056406i,0.005943+0.0081881i,0.0022244+0.0038985i,-0.0029952+0.0010766i,-0.0012613+0.0020658i,0.0029446+0.00015388i,0.0031387-0.0025788i,-0.00011284-0.0027965i,-0.0048654-0.00084128i,-0.0084612+0.0026069i,-0.00727+0.0054619i,-0.0026908+0.0050507i,-0.00091991+0.002351i,-0.0019893+0.0010236i,-0.00090281+0.0010127i,0.0011537-1.4908e-05i,0.00076565-0.001106i,0.00050673-0.001973i,0.0015131-0.0027654i,0.0015295-0.0040028i,-0.00063546-0.0037959i
-0.028101-0.07887i,-0.02411-0.05032i,-0.0017897-0.019618i,0.0089583-0.011313i,0.0016322-0.0084716i,-0.0044178-0.0016515i,-0.0024894+0.00078698i,-0.0012901-0.0025529i,-0.0034661-0.0050544i,-0.0048916-0.002354i,-0.002888+0.0043441i,0.0007848+0.008353i,0.0043849+0.0067988i,0.0046776+0.002629i,0.00097732-0.00040641i,-0.0002154+3.9041e-05i,0.0013439+0.00031026i,0.00092627-0.00046171i,-0.0008189-0.00079009i,-0.0020197-0.0018302i,-0.002709-0.0030577i,-0.0031191-0.0028897i,-0.002381-0.00055195i
-0.081905+0.011786i,-0.05191+0.012448i,-0.017289-0.0055371i,-0.0092067-0.016653i,-0.010759-0.0094742i,-0.0063507+0.00031653i,-0.0028983+0.0015118i,-0.0043807-0.00037496i,-0.0058478+0.00044268i,-0.0035215+0.0028542i,0.0026635+0.003273i,0.0079274+0.00092793i,0.00885-0.0026635i,0.005857-0.0044191i,0.0026693-0.0033729i,0.0018494-0.0020178i,0.00029879-0.0014346i,-0.0014466+7.833e-05i,-0.0013642+0.0015478i,-0.0020929+0.0016269i,-0.0037949+0.0014547i,-0.0036623+0.0016596i,-0.0012277+0.0017826i
-0.0050074+0.086218i,0.0052427+0.056574i,-0.003152+0.015942i,-0.015309+0.0026233i,-0.012646+0.0039271i,-0.0062729+0.0016877i,-0.0047252-0.00083751i,-0.0045798+0.00077983i,-0.0027546+0.003226i,0.00054539+0.0026598i,0.0019559-0.0017835i,0.00094281-0.0064434i,-0.0012623-0.0067025i,-0.0025485-0.0033486i,-0.0010388-0.00036845i,0.00026096-0.00046213i,-0.00060186-0.0012166i,-0.00077194-0.00019563i,0.00019871+0.001062i,0.00062969+0.0021068i,0.0007027+0.0027712i,0.001217+0.0027489i,0.0021654+0.00092103i
0.085372+0.027128i,0.059791+0.011306i,0.018139+0.0094212i,0.00040076+0.014975i,-0.00067825+0.0090024i,-0.0035308+0.00030292i,-0.0053452+0.00060053i,-0.0019652+0.0031654i,0.0019947+0.0016782i,0.0018139-0.0012738i,-0.0028318-0.0026074i,-0.0078285-0.0017205i,-0.0093993+0.00061489i,-0.0069777+0.0031026i,-0.0031561+0.0029162i,-0.001223+0.0011252i,-0.00045387+0.0010985i,-0.00030448+0.0010133i,-0.00057102-8.0448e-05i,0.00049022+0.00023285i,0.0029506+0.00039944i,0.0044309-0.00097277i,0.0031751-0.0019314i
0.042434-0.077786i,0.020932-0.056776i,0.010826-0.016469i,0.012239+7.6572e-05i,0.0058741-0.0011621i,-0.0024577+0.001001i,-0.0024651+0.0037149i,0.001892+0.0015605i,0.0033718-0.0016719i,0.00087941-0.0019115i,-0.0020292+0.0018493i,-0.002494+0.0070886i,-0.00078355+0.0087431i,5.8726e-06+0.0051616i,-0.00081637+0.001409i,-0.0015301+0.0013508i,-0.00045403+0.0018989i,0.00034878+0.00098651i,-0.00011147-0.00013846i,-1.7291e-06-0.0021546i,0.00034403-0.0042557i,4.3155e-05-0.0050824i,-0.0012345-0.003202i
-0.069287-0.060719i,-0.053558-0.034684i,-0.015932-0.01607i,0.0013591-0.01456i,-0.0025779-0.009739i,-0.0037492-0.00059747i,4.7688e-05+0.0018436i,0.00062918-0.0013311i,-0.0014732-0.0030514i,-0.0025924-0.00013242i,0.00080921+0.0028197i,0.0063486+0.0029227i,0.0090725+0.00021555i,0.0065573-0.0027047i,0.002373-0.00221i,0.0003924+0.00013943i,0.00022529+0.0001073i,0.00011413-0.00062067i,0.00010319+8.6735e-05i,-0.00043818-0.00054299i,-0.0030436-0.0024209i,-0.0050411-0.0023515i,-0.0029906-0.00022406i
-0.076151+0.051077i,-0.04779+0.039601i,-0.022195+0.007842i,-0.018504-0.007136i,-0.01466-0.0022254i,-0.0060223+0.0024701i,-0.0027612+0.00061797i,-0.0040772-0.00061528i,-0.0052319+0.00087542i,-0.0019943+0.0022246i,0.0021081-0.00029909i,0.0035534-0.0051302i,0.0029672-0.0073128i,0.001187-0.005667i,0.00036446-0.0025058i,0.0001104-0.0014171i,-0.00074743-0.0014491i,-0.00032035+6.1444e-05i,0.0013528+0.0017012i,0.00049037+0.0023337i,-0.0027689+0.0032598i,-0.0027155+0.003439i,2.9253e-05+0.0023808i
0.038061+0.087984i,0.036221+0.057832i,0.010562+0.023609i,-0.0063306+0.014334i,-0.0061808+0.011114i,-0.0036312+0.0034438i,-0.0034262-0.00070334i,-0.0032291+0.0016031i,-0.001838+0.0041291i,-0.00014135+0.002178i,-0.0015064-0.0016911i,-0.0061027-0.0038015i,-0.0084521-0.0025472i,-0.006231+0.00061703i,-0.0029705+0.0016193i,-0.0014048-1.8421e-05i,-0.00097598-0.0011839i,1.8467e-05-0.00076487i,0.0011+0.00027746i,0.0014527+0.0016458i,0.0025859+0.0029165i,0.0036444+0.0026552i,0.0030665+0.0008988i
0.093037-0.018361i,0.06481-0.023702i,0.026446-0.0068638i,0.012839+0.0056166i,0.0085721+0.004053i,0.00099669+0.0012914i,-0.0025536+0.0021925i,-0.0012461+0.003899i,0.00082447+0.0033547i,0.00081719+0.0013055i,-0.0017464+0.0020098i,-0.0044156+0.0053793i,-0.0038095+0.0072726i,-0.0019262+0.0057431i,-0.00087487+0.0034013i,-0.00076627+0.0021751i,-0.00063112+0.001641i,-0.00052173+0.00041382i,-0.00075352+0.00016495i,0.00066195+0.00014037i,0.0029303-0.0011315i,0.0040227-0.0029915i,0.0018525-0.003023i
0.0027058-0.098621i,-0.0087285-0.073336i,-0.0033536-0.032634i,0.0037637-0.016568i,0.00095967-0.012195i,-0.0033188-0.0045364i,-0.0020938+0.0013785i,0.0017217+0.0016651i,0.0037405+0.00033476i,0.0026185+0.0007988i,0.0023874+0.0032866i,0.0046165+0.0054753i,0.0064689+0.0046001i,0.0051872+0.0014457i,0.0018383+0.00018526i,0.00029043+0.00082415i,0.00086098+0.0016122i,0.00066069+0.001654i,0.00042604+1.916e-05i,0.0010145-0.002621i,0.00059172-0.0046689i,-0.0016321-0.0054523i,-0.0028216-0.0036074i
-0.099983-0.023727i,-0.078838-0.0067225i,-0.037247-0.003459i,-0.019889-0.0067563i,-0.015057-0.0034973i,-0.0072227+0.0012875i,-0.0012372+0.0017261i,0.00062308-0.0013126i,-0.0003655-0.0028896i,-0.000113-0.00063388i,0.0033186-0.00019145i,0.0063592-0.0038988i,0.0053469-0.007139i,0.0018389-0.0067434i,0.0002615-0.0038866i,0.00057343-0.001155i,-6.5781e-05-8.5349e-06i,-0.0006017-0.0002789i,-0.00051556-0.00031509i,-0.0021859-0.00043456i,-0.0050405-0.00072158i,-0.0059869-0.00037079i,-0.0039321+0.00055876i
-0.046636+0.094734i,-0.023299+0.079018i,-0.0087976+0.038109i,-0.0099+0.017655i,-0.0089812+0.011529i,-0.0042635+0.0053648i,-0.0028182+0.00021898i,-0.0041755-0.0028761i,-0.0048134-0.0025123i,-0.0032405-0.00099122i,-0.0024903-0.0035574i,-0.0044482-0.0073635i,-0.0066859-0.0069806i,-0.0060797-0.0036963i,-0.0033168-0.0011326i,-0.001583-0.0006313i,-0.00087346-0.0011362i,0.0003188-0.00073919i,0.00090894+0.0006754i,0.00017395+0.0020255i,-0.00064292+0.0037797i,0.00027827+0.0054539i,0.0013274+0.0041493i
0.0819+0.065725i,0.073102+0.040718i,0.038692+0.016636i,0.016413+0.010695i,0.0078138+0.0085706i,0.0020633+0.0043226i,-0.0021338+0.0020695i,-0.0040587+0.0032205i,-0.0038231+0.0053469i,-0.0029777+0.0033717i,-0.0055022+0.00022024i,-0.0082971+0.0012192i,-0.0074328+0.0038894i,-0.0035905+0.0043047i,-0.0012282+0.003276i,-0.001217+0.0020622i,-0.00036728+0.00051019i,0.0013641-0.00079537i,0.0014716-0.00092308i,0.0014868+0.00036967i,0.0032445+0.002269i,0.0054385+0.001801i,0.0047131-0.00055702i
0.086098-0.068712i,0.059208-0.068796i,0.025852-0.041919i,0.012176-0.021644i,0.0053825-0.010927i,-0.00020693-0.0021654i,-0.0018674+0.0026499i,-0.00019403+0.0049145i,0.0020937+0.0047785i,0.00099051+0.0032438i,-0.0016596+0.0044148i,-0.00057721+0.0077142i,0.0025412+0.0078343i,0.0036601+0.0038517i,0.00201+0.00070879i,0.00052138+0.00087074i,0.0007434+0.0018161i,0.00081779+0.0018968i,0.0009865+0.0012376i,0.0016945-0.00026021i,0.002745-0.001958i,0.0028716-0.003531i,0.001197-0.0039933i
-0.048464-0.10222i,-0.055082-0.076955i,-0.035403-0.038716i,-0.020159-0.021694i,-0.013672-0.013946i,-0.0080848-0.0046679i,-0.0028622+0.00096524i,0.0018301+0.0011213i,0.0039781-0.00073015i,0.0033086-0.00041866i,0.0047743+0.00090677i,0.008573+0.00017602i,0.009502-0.0022132i,0.0058547-0.0026996i,0.0017543-0.0018121i,0.00050144-0.00053821i,-0.00040562+0.00047805i,-0.0015619+0.0018187i,-0.0016158+0.0018303i,-0.0014338-0.0010189i,-0.0017694-0.0042461i,-0.0027797-0.0048351i,-0.0039734-0.0022453i
-0.10822+0.026268i,-0.085553+0.038363i,-0.044841+0.025779i,-0.02691+0.011863i,-0.019977+0.007087i,-0.011425+0.0042946i,-0.0037373+0.0012331i,-0.00012657-0.0029685i,-0.00056686-0.0052881i,0.00064796-0.0037891i,0.0027603-0.0050591i,0.0018772-0.008938i,-0.0017703-0.010089i,-0.0029833-0.0064372i,-0.0013992-0.0016461i,-0.00014166-0.00049611i,-0.00029604+0.00026004i,-0.00011812+0.0016449i,0.0007401+0.0013703i,-0.00065154+0.00029764i,-0.0037244-0.00038597i,-0.0054105+0.00051303i,-0.0035895+0.0022982i
0.0053284+0.11763i,0.022305+0.097842i,0.019444+0.050596i,0.0085115+0.024766i,0.0021793+0.014241i,-0.0020004+0.0069484i,-0.0044533+0.0021474i,-0.0057831-0.0019295i,-0.0071614-0.0025452i,-0.0055763-0.0018037i,-0.0053262-0.0033833i,-0.0086249-0.0041165i,-0.010335-0.00079498i,-0.0074707+0.002563i,-0.00354+0.0020514i,-0.001417-0.0003881i,-0.00077288-0.0022288i,-0.00061587-0.0027086i,-0.001204-0.0013183i,-0.0020217+0.00169i,-0.0011736+0.0044054i,0.00083208+0.0055588i,0.0018401+0.00426i
0.11624+0.020025i,0.10249-0.0016577i,0.056148-0.010894i,0.027149-0.0078136i,0.012491-0.0024756i,0.0027428+0.0023175i,-0.0019165+0.0039233i,-0.0041273+0.0053995i,-0.0044794+0.0066956i,-0.0043988+0.0053236i,-0.0064055+0.0052583i,-0.006805+0.0077901i,-0.0035278+0.0094256i,-0.00044453+0.0071669i,-6.6411e-05+0.0030984i,-0.0010147+0.0012175i,7.5181e-05+0.00075128i,0.00074622-0.00055471i,-0.00037446-0.00030714i,0.0013649+0.0011981i,0.0045796+0.0015948i,0.0059857+0.0007857i,0.0048717-0.00021514i
0.04563-0.11058i,0.023256-0.10286i,0.0042009-0.059092i,-0.0012386-0.030081i,-0.0033115-0.01602i,-0.0021446-0.0043801i,0.0012722+0.0026395i,0.0028678+0.0062605i,0.0050945+0.0064165i,0.0053119+0.0044422i,0.0047863+0.0052921i,0.0078769+0.0071189i,0.010252+0.0048399i,0.0081164+0.00028139i,0.003291-0.0010927i,0.00031691+0.00039721i,0.00064839+0.0013491i,-5.9491e-05+0.00083134i,-0.00068057-0.00059703i,0.00068605-0.0018701i,0.0018785-0.003647i,0.0012503-0.0049432i,-0.000702-0.0042929i
-0.095618-0.071485i,-0.093538-0.048747i,-0.054599-0.022588i,-0.029902-0.012958i,-0.019312-0.0074659i,-0.0089356-0.0033737i,-0.0012325-0.0021509i,0.0041548-0.0022172i,0.0061732-0.0042061i,0.0046223-0.0047169i,0.0048096-0.0039574i,0.0071932-0.0058604i,0.0068799-0.0079276i,0.0030662-0.005474i,0.00058389-0.0016484i,0.00066339-0.00025037i,0.00078301+0.00034321i,0.00081349+0.0017549i,0.0009983+0.0010788i,0.00042699-0.0020826i,-0.002118-0.0040495i,-0.0046508-0.0029842i,-0.0045356-0.00093671i
-0.088101+0.081726i,-0.067234+0.083391i,-0.03366+0.048807i,-0.018401+0.024216i,-0.011614+0.012717i,-0.0079043+0.0035468i,-0.0058781-0.0013161i,-0.0033757-0.0040517i,-0.004058-0.0060213i,-0.0044616-0.0054987i,-0.0031429-0.0062283i,-0.0048573-0.0078139i,-0.0074201-0.0055226i,-0.0055101-0.00086218i,-0.0015613+0.0014375i,-0.00034768+0.00025341i,-0.00096745-0.00025768i,-0.0001387+0.0007603i,0.00067687+0.0010457i,-0.00075035+0.0014528i,-0.002777+0.0024537i,-0.0033035+0.0027751i,-0.001892+0.0023141i
0.064925+0.10686i,0.071328+0.085571i,0.046048+0.039107i,0.023144+0.014418i,0.0082126+0.0062709i,-0.0038708+0.0043337i,-0.0074622+0.0044587i,-0.0078805+0.0023236i,-0.0086963+0.0018465i,-0.0069311+0.0019567i,-0.0062769+0.00014972i,-0.0090334+0.00067069i,-0.009052+0.003059i,-0.0048794+0.00377i,-0.0018422+0.0021951i,-0.0013569+0.00044352i,-0.0012678-0.00066953i,-0.0017769-0.00088831i,-0.0020455+0.00024801i,-0.0003004+0.0021665i,0.0019319+0.0042926i,0.003084+0.0046899i,0.0036973+0.0030913i
0.11699-0.043269i,0.10066-0.054098i,0.051277-0.037622i,0.019878-0.020096i,0.0062918-0.0090229i,0.001351+0.0011418i,0.00060381+0.0060637i,-0.0015333+0.007357i,-0.0013031+0.009164i,0.00068981+0.0085856i,0.0008195+0.0071575i,0.0019945+0.0075933i,0.0046658+0.0071221i,0.0044945+0.0033428i,0.0012225-3.5208e-05i,1.9647e-05+0.00093651i,0.00089221+0.001682i,-0.0004747-5.3899e-05i,-0.0014434-0.00034566i,0.0006536+0.00023447i,0.0038196-0.00048452i,0.0052016-0.0016091i,0.0035509-0.0020458i
-0.014171-0.12331i,-0.029823-0.10955i,-0.02543-0.057459i,-0.016298-0.024222i,-0.011181-0.0099825i,-0.0046446-0.0024302i,0.0012483+0.00040515i,0.004301+0.0025433i,0.007084+0.0024119i,0.0072713+0.00082193i,0.0066493+0.0013885i,0.0091932+0.0015357i,0.0099703-0.0011262i,0.0060103-0.0036874i,0.0017551-0.0026913i,0.00060083-0.00016705i,0.00072627+0.00047506i,3.0112e-05+0.00020349i,-0.00056463-0.00055841i,-0.00071178-0.0026774i,-0.0012181-0.0050593i,-0.0010195-0.0052674i,-0.0015732-0.003737i
-0.12818-0.0045968i,-0.1178+0.010739i,-0.064059+0.016799i,-0.026312+0.013657i,-0.010796+0.0090027i,-0.0036076+0.00088644i,-0.0008166-0.0043535i,0.001361-0.0052221i,0.0021615-0.0075785i,0.0012115-0.00758i,0.0019285-0.0065067i,0.0020135-0.0070721i,-0.00044424-0.0063974i,-0.0016966-0.0034234i,0.00024096-0.00096552i,0.00047067-0.00025237i,-0.00095987-3.4283e-05i,0.00055078-0.00015727i,0.001788-0.00030641i,-0.00071861-0.0011562i,-0.0041002-0.0017192i,-0.005216-0.0012084i,-0.0040883-0.0002723i
-0.030359+0.12161i,-0.01237+0.11211i,0.0054459+0.056796i,0.007903+0.018992i,0.0019747+0.0058879i,-0.0055351+0.00042046i,-0.0085875-0.0010554i,-0.0068822-0.0027301i,-0.0076257-0.003718i,-0.0087157-0.0028027i,-0.0075879-0.0032164i,-0.0077968-0.0031699i,-0.0084294-0.000525i,-0.0055308+0.0024242i,-0.00087885+0.0027697i,0.00026373+0.0013148i,-0.0006925+0.00013555i,-0.0006516+0.00092786i,-0.00015673+0.0012929i,-0.00095466+0.0016219i,-0.001993+0.0031895i,-0.0022082+0.0041541i,-0.0010227+0.0030794i
0.11958+0.05069i,0.1164+0.029709i,0.064136+0.00069483i,0.021431-0.0094181i,0.0026127-0.0064276i,-0.005665+0.00096509i,-0.0068758+0.0058629i,-0.0063817+0.0053904i,-0.0065004+0.0067259i,-0.0046435+0.0079049i,-0.0035707+0.0054113i,-0.0032277+0.0043987i,-0.0020628+0.005129i,-0.00070308+0.0032617i,0.00010766+0.00067175i,0.00024436+0.0014699i,-0.00046692+0.0026907i,-0.0014785+0.0020653i,-0.00073482+0.0020415i,0.0015179+0.0033061i,0.003774+0.0041073i,0.0046346+0.0035714i,0.0037058+0.0016169i
0.077574-0.10202i,0.057664-0.097987i,0.016519-0.051497i,-0.0054507-0.017807i,-0.0099703-0.0045838i,-0.0054941+0.0042948i,0.0013651+0.006987i,0.0021353+0.0066117i,0.0028412+0.0075079i,0.0051581+0.0071847i,0.0055113+0.0060663i,0.0060864+0.0045193i,0.0063708+0.0016094i,0.0038531-0.002222i,0.00065759-0.0037753i,3.5563e-05-0.0020214i,0.00067367-0.0012732i,0.00013028-0.0013984i,-0.00050577-0.00082762i,0.0013511-0.00078405i,0.0038207-0.001502i,0.0045488-0.0033667i,0.0034039-0.0035862i
-0.091523-0.099581i,-0.095081-0.081327i,-0.055931-0.031102i,-0.021287-0.0011251i,-0.0080959+0.0055978i,-0.001355+0.0035319i,0.0032797-0.0018532i,0.0055333-0.0036166i,0.0066732-0.0046973i,0.0055547-0.005687i,0.0040075-0.0038506i,0.0037015-0.002803i,0.0032178-0.002686i,0.0015713-0.0020171i,0.00051523-0.0016053i,0.00017919-0.0018237i,-0.00045823-0.0018467i,-5.5794e-05-0.001253i,0.0010459-0.00085157i,0.00065504-0.0019656i,-0.0015846-0.0036431i,-0.0029416-0.0047598i,-0.0030884-0.0036806i
-0.11063+0.068242i,-0.089269+0.071757i,-0.03233+0.040724i,-0.0012061+0.013745i,0.0024205+0.0046224i,-0.0018603-0.0025731i,-0.0063889-0.0059725i,-0.0047305-0.0061959i,-0.0030216-0.0077092i,-0.0046677-0.0066829i,-0.0052277-0.0046158i,-0.0050462-0.0040932i,-0.004278-0.0016517i,-0.002227+0.0016833i,-0.00024852+0.0021106i,-0.00038159+0.0007703i,-0.00091045+0.00010038i,3.848e-06-0.00032549i,0.00062145-0.00071014i,-0.001327-0.00026568i,-0.0040394-7.4836e-05i,-0.0048843+0.00010884i,-0.0042429+7.6128e-05i
0.049619+0.13261i,0.058595+0.11792i,0.039573+0.052064i,0.01609+0.0044306i,0.0036505-0.0088502i,-0.0055038-0.0063019i,-0.010594+3.8472e-05i,-0.0090527+0.0018481i,-0.0086255+0.0018832i,-0.0083854+0.0021096i,-0.0069969+0.0008506i,-0.0063347+0.00065395i,-0.0051143+0.0023364i,-0.0032203+0.0034877i,-0.0017938+0.0030841i,-0.00020161+0.0022812i,0.00065559+0.001949i,0.00026873+0.0020944i,-0.00035817+0.0017468i,-0.0005418+0.0017998i,-0.00098042+0.0034732i,-0.00089217+0.0052414i,0.00025557+0.0042764i
0.1341-0.022847i,0.11751-0.035034i,0.051206-0.028256i,0.0030861-0.01464i,-0.011161-0.0061704i,-0.011482+0.0032626i,-0.0047934+0.010162i,-0.00052481+0.0090699i,-0.00010879+0.0086586i,0.0013888+0.009104i,0.0023379+0.0063656i,0.0023575+0.0028692i,0.0011236+1.193e-05i,-0.0011347-0.0011651i,-0.0022888-0.00016771i,-0.0017087+0.00077226i,-0.00084577+0.0011686i,-0.0010268+0.0012009i,-0.0010367+0.0013334i,0.0011637+0.0011159i,0.0039896+0.00087834i,0.0051081+0.00099969i,0.0042154+0.0010678i
