0.0023373+0.0012673i,0.00189-0.00022078i,0.0010092-0.0030112i,-0.00012025-0.0037443i,-0.0018412-0.0024627i,-0.0032377-4.2976e-05i,-0.0016122+0.0020605i,0.00061236+0.0025344i,0.0019665+0.0014896i,0.0018726-0.00093575i,0.00048788-0.0018944i,-0.0012801-0.0012741i,-0.0016058-0.0009268i,-0.00059159-0.00055933i,-0.00059654-0.00064917i,-0.0012433-0.00032475i,-0.00094999+0.00018563i,-7.1141e-05+2.3801e-06i,0.00015945+0.00038928i,-0.00017388+0.0005045i,-4.6222e-05-1.0559e-05i,-0.00028894-0.0005783i,-0.0007965-0.00084001i
-4.7032e-05+0.0010259i,2.841e-05+0.0021247i,-0.0007977+0.0026169i,-0.00026257+0.0030667i,0.0009084+0.0026223i,0.00096831+0.0019226i,-0.00038561+0.0020105i,-0.0013171+0.0017021i,-0.00065996+0.00038822i,0.00037183-0.00061837i,0.00066642-0.00073205i,0.00071017-0.00085581i,0.00086363-0.00041271i,0.00065019+0.00079478i,0.0012504+0.00083754i,0.0027353-0.00056951i,0.0029773-0.00066456i,0.0022568+1.9858e-05i,0.0015198+0.00044875i,0.00084897+0.00039856i,0.0007296-0.00012669i,0.0007343-0.00036418i,9.9954e-05-0.00065458i
0.00011156+0.0039199i,0.00042617+0.0036404i,0.0018905+0.0023105i,0.0018921+0.0011831i,0.00068369+0.00064923i,0.00059367+0.00037586i,0.00038998+0.00019964i,-0.0003331+0.0010965i,-0.00032012+0.0022337i,0.00013371+0.0029579i,0.00040804+0.0038197i,-5.3603e-05+0.0032011i,-0.0010654+0.0012941i,-0.00084979+0.00092313i,0.00074981+0.0022171i,0.0015499+0.0026712i,0.001563+0.0026157i,0.0015246+0.0018858i,0.00053885+0.00085647i,-2.7555e-05+0.0013491i,0.00053373+0.0018171i,0.0004755+0.0013275i,1.992e-05+0.00084843i
-0.0056363+0.0013244i,-0.0057797+0.0024713i,-0.0026522+0.0045108i,0.0014531+0.0036274i,0.0034062+0.0013869i,0.0022081-0.00010258i,0.0001985-0.00046667i,0.00035173+0.00010366i,0.0011785+0.0012448i,0.0015649+0.0022505i,0.0010176+0.0028913i,-0.00020326+0.0026637i,0.00049831+0.0023026i,0.0012188+0.001456i,-0.00013023-3.1328e-06i,-0.00094831-0.00035536i,-0.00077124+0.00015915i,-0.00098458+0.00065546i,-0.001215+0.0011567i,-0.00018854+0.0011928i,0.00061727+0.00039217i,0.00054703+5.0014e-05i,0.00019822+0.00026222i
0.00036722-0.0032012i,-7.2461e-05-0.0035466i,-0.00059825-0.0018928i,-0.00021218-0.00082914i,0.0010626-0.00022918i,0.00095121-0.00033651i,0.00078074-0.0010437i,0.0016491-0.00089972i,0.0016302-0.00063991i,0.0013684-0.00078915i,0.0010007-0.0015757i,0.0008358-0.0021867i,0.00050135-0.0019005i,-0.00010955-0.0012159i,-0.00042097-0.00081722i,-0.00092475-0.00091923i,-0.0020529-0.001524i,-0.0017506-0.001419i,-0.00067615-2.437e-05i,-0.0006142+0.00084669i,-0.0012256+0.0012282i,-0.0014087+0.0014894i,-0.00058296+0.0019114i
0.0016886-6.5002e-05i,0.0028116+0.00029066i,0.0018474+0.00018186i,0.00057023+0.0007505i,-0.00056926+0.0013672i,-0.00097742+0.00048293i,-0.00079841-0.00049711i,-0.0015417-0.00067057i,-0.00061793-0.00089062i,0.0013331-0.0013285i,0.0016362-0.0024939i,0.0016584-0.0028773i,0.0013364-0.0016557i,0.00043951-0.00076459i,0.00039245-0.00065689i,0.0010666-0.00104i,0.0010018-0.0014438i,9.84e-05-0.00070671i,-0.0011813-0.00042747i,-0.00089191-0.00051232i,-0.00023084+0.00024332i,-0.00027157+0.00026794i,-0.00061913+0.0003687i
-0.0025946+0.0027915i,-0.0024773+0.003105i,-0.0020315+0.0038232i,0.00061007+0.0043204i,0.0012414+0.004051i,-0.00047587+0.0019891i,-0.0025846+0.00045724i,-0.0040871+0.00055859i,-0.003132-0.00042584i,-0.00035438-0.00082728i,0.00083888-0.00055535i,0.000839-0.00068826i,0.00082605-0.00037261i,0.00072641+0.00038375i,0.0014123+0.00072936i,0.0017618+0.00061246i,0.0017054+0.0007999i,0.0017756+0.00090515i,0.001951+0.00055801i,0.0013358-7.1205e-05i,0.0002613-0.00057681i,0.00037343-0.00058928i,0.00036156-0.00074467i
0.00012933+0.0012266i,-0.0012694+0.0023881i,8.3121e-05+0.0009532i,0.00076479-0.00040926i,0.00057782-0.00016939i,6.992e-05+0.00054514i,-0.00087857+0.0012889i,-0.0012002+0.0013359i,-0.0010302+0.0011009i,-0.0013505+0.00080428i,-0.0023286+0.0013069i,-0.0025758+0.0024603i,-0.0021394+0.0019886i,-0.0013826+0.00063055i,-0.0008153+0.0007132i,-0.00022617+0.0007535i,0.00028392+0.0011215i,0.00015212+0.00076502i,0.0003731-0.0010039i,0.00067908-0.0011587i,1.9063e-05-0.00055053i,0.00048581-0.00067284i,0.00067327-0.00059073i
-0.004739-0.0010199i,-0.0034612+0.00031014i,-0.002103+0.0020901i,-0.00048429+0.0024483i,0.00039289+0.0017996i,0.00033988+0.0017434i,6.615e-05+0.0016693i,0.00050865+0.0014227i,0.00046654+0.0025444i,-0.00059599+0.004297i,-0.0011512+0.004427i,-0.00064502+0.0024756i,0.00017575+0.00016134i,-0.00035197-0.00094714i,-0.00076547-0.00065663i,-0.0010657+5.4309e-05i,-0.0016649+0.00019139i,-0.0013166-0.00047564i,-0.00042366-0.0018696i,0.0002649-0.0018787i,0.00045402-0.00053058i,0.00038211+0.00027794i,0.00062293+0.00013773i
-0.00090743-0.0010531i,-0.0012374-0.0016469i,-0.0017423-0.0010191i,-0.0011284-0.00024769i,-0.000363+0.00039606i,-0.00011307+0.00032945i,0.00051479+0.00010405i,0.0010247+0.00096175i,0.0015502+0.0016145i,0.0022897+0.00090834i,0.0017622-0.00038967i,0.00095052-0.0013701i,0.00042602-0.00051357i,0.0004037-0.00042613i,0.0005825-0.0015761i,2.4245e-05-0.0016636i,-0.00078777-0.0010951i,-0.0011262-0.00011675i,-0.00026485+0.0009964i,0.00024243+0.0012842i,8.465e-05+0.00086884i,-0.00028507+0.00084282i,-0.00032985+0.00082089i
0.00029081+0.0020735i,0.00036782+0.0030242i,-0.00021207+0.0032505i,0.00011506+0.0031199i,-9.7192e-05+0.0020847i,-0.0005608-1.8705e-05i,-0.00031965-0.0020346i,0.0006858-0.0022776i,0.0020382-0.0014329i,0.0033777-0.0013312i,0.003121-0.0018411i,0.0020354-0.0019979i,0.0014172-0.0012383i,0.0013569-6.3217e-05i,0.0013886+0.00044823i,0.0025632+0.00023833i,0.0026058+0.00018148i,0.0012+0.00025599i,0.00038219+0.00024139i,0.00045283+0.00015219i,0.00048608+0.00021841i,0.00012717-0.00016766i,0.000119-0.00030356i
-0.0018756+0.002999i,-0.0023013+0.0021582i,-0.00055365+0.0025412i,0.0010959+0.0023157i,0.0015981+0.0010938i,0.0005817-0.00010456i,-0.0015249-0.00085676i,-0.0024533-0.0011602i,-0.00090023-0.0019413i,0.001041-0.0026955i,0.0012682-0.0021906i,0.00025061-0.00058518i,-0.0013876+0.00067977i,-0.0014989+0.00096806i,-0.0001047+0.0010357i,0.00059299+0.0016361i,0.00068192+0.0014763i,0.00082542+0.0013922i,0.00070138+0.0012401i,0.00057103+0.00099101i,0.00077606+0.00087772i,0.00091495-0.00061442i,0.0007038-0.0017597i
-0.002256+0.0027271i,-0.00203+0.0032284i,0.00092678+0.002888i,0.0032998+0.0023556i,0.0022703+0.00074595i,-0.00021548-0.00095865i,-0.0018916-0.00067413i,-0.002912+0.00016454i,-0.0030679+0.00048174i,-0.0028661+0.0001742i,-0.0022424-0.00028291i,-0.0013115-0.00054956i,-0.001419-0.0006944i,-0.0020179-0.00035044i,-0.0016852+0.00025071i,-0.00045584-0.00025402i,0.00018364-0.0010823i,0.00044936-0.0015538i,0.0013995-0.0015237i,0.0013528-0.00027001i,0.00060706-5.3469e-05i,0.00019552-0.00056705i,0.00014707-0.00068728i
0.00081907-0.0019456i,-0.0012701-0.00021596i,-0.0018659+0.00038631i,-0.0013322-0.00070261i,-6.9607e-05-0.00022163i,3.088e-05+0.0009263i,-0.00069075+0.0016221i,-0.0010859+0.0022669i,-0.001145+0.0029728i,-0.0019541+0.0031617i,-0.0027699+0.001681i,-0.0027998-0.0002824i,-0.0017319-0.00081179i,-0.00069197-0.00028924i,-0.0010879-0.00039885i,-0.0016489-0.00048456i,-0.001099-0.00046921i,-0.00020609-0.00011868i,-0.00071068+0.00039368i,-0.0012466+0.00080281i,-0.00064678+0.0010429i,-0.00072156+0.00052669i,-0.0010244+0.00020817i
-0.001906+4.5159e-05i,-0.001462+0.00056642i,-0.00098836+0.0015855i,-4.6003e-05+0.0023916i,0.00072368+0.0021416i,0.00030806+0.00068042i,-4.5461e-05+0.00026305i,4.2551e-05+0.0020152i,0.00094477+0.0036426i,0.0023627+0.0035759i,0.0023266+0.0023063i,0.001493+0.0005046i,0.0012622-0.00053353i,0.0014327-0.00062465i,0.002092-0.00028039i,0.0023176-0.0008191i,0.0022614-0.00093066i,0.0014274-8.8176e-05i,0.00019079+0.00039181i,0.00019326+0.00021124i,3.4341e-05-0.00059187i,-0.00015269-0.0010388i,0.00020041-1.1029e-05i
-0.0011813+0.001302i,-0.0015772+0.003256i,-0.00056657+0.0046758i,0.00075013+0.004899i,0.00071651+0.0042414i,-0.00030103+0.0023i,-0.00037947+9.6132e-05i,0.00033189-0.00043333i,0.0022194-0.00051714i,0.0039288+6.282e-06i,0.003908+0.0011515i,0.003429+0.0015475i,0.0019483+0.0014078i,0.00088803+0.00099412i,0.0017064+0.00052741i,0.0028114+0.00080509i,0.0021002+0.0011385i,0.00088146+0.0013344i,1.6464e-05+0.001105i,-0.00048468+0.00028947i,-0.0005801-0.00054699i,-0.00065702-0.00046571i,0.00023815-0.00038371i
-0.0015392+0.0016372i,-0.0023821+0.0004287i,-0.00067013+0.00056878i,0.00084109+0.0014345i,0.001828+0.0011505i,0.001235-0.00064888i,-0.00041589-0.0018475i,-0.00058826-0.0015428i,0.00030014-0.0020912i,0.0018024-0.003291i,0.0020173-0.0028442i,0.00012933-0.0012013i,-0.0011865-0.0004365i,-0.0014987-0.0007039i,-0.00080055-0.00065732i,-0.00048895+0.00017877i,-0.00098969+0.00068132i,-0.00053538+0.00081426i,0.000739+0.0002245i,0.00087309-0.00089234i,7.4598e-05-0.0011518i,0.00014365-0.00031322i,2.9616e-05+0.00016482i
0.00068405+0.00042674i,0.00082396+0.00011585i,0.0014306-0.00016476i,0.0017361-0.00073726i,0.0012592-0.0010499i,0.00017228-0.00052788i,-0.0013166-0.00039864i,-0.0027409-0.00037227i,-0.0031213-0.00065479i,-0.0026273-0.0014426i,-0.0026942-0.0016369i,-0.0037547-0.0013697i,-0.0034564-0.0019072i,-0.0020762-0.001703i,-0.0011501-0.00066347i,-0.00057318+0.00012459i,-0.00020883-0.00035526i,0.00042839-0.00078702i,0.00087257-0.00063225i,0.00088264+6.3223e-05i,0.00092075+0.00086467i,0.0010252+0.00061533i,0.0012963-2.8282e-05i
0.0003904+0.004793i,0.00068796+0.0036436i,0.0013622+0.001573i,0.0009995-0.00072143i,-0.00016816-0.00146i,-0.00010148-0.0013734i,-0.00049691-0.0001831i,-0.0013431+0.0013254i,-0.0015255+0.0014075i,-0.0018886-0.00019455i,-0.0019092-0.0020652i,-0.001041-0.0026556i,6.63e-05-0.0020885i,0.00079026-0.0017957i,0.00071666-0.0015637i,-0.00013798-0.0014873i,1.8569e-05-0.00058666i,-5.6693e-05+0.00044685i,-0.00051599+0.00046265i,-0.0012083+0.00087934i,-0.00077383+0.00077628i,0.00034121+0.00020691i,0.00017206-0.0005544i
-0.0019991+0.0017822i,-0.0018087+0.0015226i,-0.00079459+0.0019877i,-0.0002359+0.0018254i,-0.00016721+0.00079139i,0.00035422-0.00044767i,0.000953-0.00053515i,0.00072332+0.0015459i,0.00066789+0.0030659i,0.0015898+0.0025603i,0.0022194+0.002066i,0.0025692+0.0014475i,0.002611+0.00085804i,0.002237+0.0010294i,0.0019354+0.0018052i,0.001988+0.0011369i,0.00096813+0.00049755i,-0.00023933+0.00071475i,-0.00048317+0.00072964i,-0.00059005+0.00054976i,-0.00090139+0.00013862i,-0.0013259+8.6163e-08i,-0.00097049-0.00043961i
-0.0009511+0.0031735i,-0.0022407+0.0034378i,-0.0010011+0.0040626i,0.0014239+0.0038507i,0.0022088+0.0017397i,0.0009738+3.4453e-07i,-0.00025506-0.00072222i,0.0004857-0.00096295i,0.0022147+1.3433e-05i,0.0035821+0.00089778i,0.0034814+0.0016911i,0.0021208+0.0025683i,0.0014152+0.0033276i,0.0010807+0.0032048i,0.0010504+0.00186i,0.00059603+0.0011577i,-0.00038705+0.00037011i,-0.0010347-7.6791e-05i,-0.0010493-0.00018659i,-0.0010279-0.0003794i,-0.00083946-0.00049523i,-0.00095024-0.0004927i,-0.0011589-0.00068128i
0.00021059-0.00028924i,0.00076636-0.00061123i,9.2586e-06-2.0434e-05i,0.00012818+0.00096773i,0.0015033+0.0010596i,0.0012075+0.00086469i,-0.00057296-5.243e-05i,-0.0016878-0.0017009i,-0.0010234-0.0018455i,-0.00021015-0.00094465i,-0.00045235+0.00032865i,-0.00099407+0.0012156i,-0.0014859+0.00093127i,-0.0014197-0.00027106i,-0.00055829-0.00055586i,-1.4945e-05-9.7975e-05i,-0.00073526-0.00060481i,-0.000696-0.0017593i,4.769e-05-0.00127i,0.00028574-0.00082524i,9.6299e-05-0.0011128i,-0.00049443-0.00091923i,-0.00075441-4.0441e-05i
0.0015655+0.00090666i,0.00081385+0.0018584i,0.00014862+0.00090835i,-0.00045927+4.4225e-06i,-0.00012812-0.00047359i,-3.7547e-05+0.00022512i,-0.0012202+0.00059107i,-0.0028549-0.00071633i,-0.0032807-0.0010977i,-0.0029534-0.0021416i,-0.0031921-0.0039426i,-0.0026026-0.0045888i,-0.0023328-0.0038467i,-0.0014525-0.0031333i,3.7314e-05-0.0016332i,0.00034661-0.00033929i,0.00065651-0.00086153i,0.0012539-0.0013405i,0.001269-0.00067916i,0.0010713-0.00037216i,0.00072835-0.00053408i,3.8418e-05-0.00090197i,0.00083355-0.00072312i
-0.00083352+0.0011912i,-0.00067586+0.0020208i,9.9219e-05+0.0011494i,-0.00059168+0.0010465i,-0.0023018+0.0012741i,-0.0021456+0.00075328i,-0.0014101+0.0011997i,-0.0017537+0.0019321i,-0.0018047+0.002045i,-0.0011379+0.0007017i,0.00021308-0.0017406i,0.0014269-0.0031669i,0.0021406-0.0032515i,0.0019022-0.0022215i,0.0014383-0.00072685i,0.0014245+7.8815e-05i,0.0015603+1.8033e-05i,0.001403+0.00033127i,0.0016128+0.00026633i,0.0016089+0.00035022i,0.0011412+0.00089213i,0.00090645+0.0011995i,0.00067448+0.0011757i
-0.0026537+0.00060186i,-0.0030172+0.00064515i,-0.0016881+0.0032736i,0.00023046+0.0047142i,0.0014942+0.0039731i,0.0021845+0.0020789i,0.001747+0.00057635i,0.0011951+0.0018872i,0.0017584+0.0034437i,0.0028231+0.0030787i,0.0032067+0.0023235i,0.0029914+0.0017433i,0.0024748+0.0019411i,0.00082918+0.0020707i,-0.00014308+0.0018296i,3.5678e-05+0.0017619i,-4.2138e-05+0.0018299i,-0.00024647+0.001377i,-0.00030573+0.00095686i,-0.00025312+0.0011334i,-0.00040372+8.5465e-05i,-0.0001649-0.0009932i,3.8526e-06-0.00037891i
0.00025099+9.1369e-05i,-0.00017519+0.00081138i,0.00032962+0.0023786i,0.0017055+0.0030501i,0.0024152+0.0013898i,0.0020173-0.00064262i,0.00093622-0.00091812i,0.0017335-4.9455e-06i,0.0029327+0.00063824i,0.0020906+0.001275i,0.00075639+0.0029545i,-7.4788e-05+0.0041052i,-0.00035567+0.0038734i,-0.00075521+0.0032762i,-0.0013186+0.0024828i,-0.0018801+0.001155i,-0.0022566-6.358e-05i,-0.0017668-0.001081i,-0.0014687-0.00080644i,-0.0013406+0.00018825i,-0.00050787+9.3399e-06i,0.00020925-0.00052136i,3.3644e-05-7.3293e-05i
-0.00017709+0.0017941i,-0.00086418+0.0015839i,-0.0008908+0.0014006i,-0.00036814+8.0732e-05i,0.00064709-0.0021152i,0.00042429-0.0026209i,-0.00069544-0.0025839i,-0.00061272-0.0027333i,-0.00032801-0.0028338i,-0.0007494-0.0022303i,-0.001285-0.00063685i,-0.0024569+0.0011293i,-0.0033218+0.00084058i,-0.002467-0.00010137i,-0.0018408-0.00076923i,-0.0017205-0.00091432i,-0.001544-0.00064104i,-0.001887-0.0012786i,-0.0018828-0.0015363i,-0.0012137-0.0008331i,-0.0003052-3.8595e-05i,-0.00043781+0.00036851i,-0.0010834-7.7679e-05i
-0.0019332-0.00075151i,-0.0013262+0.00048365i,-0.00043532-0.00028117i,-0.00070174-0.00045733i,-0.0013348+0.00063759i,-0.0019334-3.6896e-05i,-0.0028914-0.001575i,-0.0046246-0.0028896i,-0.0052307-0.0036889i,-0.0041143-0.0036843i,-0.0026203-0.0036553i,-0.0012601-0.0038271i,-0.00014445-0.0039536i,0.00087568-0.0042885i,0.0018991-0.0036619i,0.0022966-0.0026122i,0.0022135-0.00084068i,0.0020716+0.00023415i,0.0015934-0.00037408i,0.00071053-0.0008526i,0.00047837-0.00051066i,0.00082561+0.00025554i,0.00094519+0.00045206i
0.00027822+0.00064461i,-0.00079059+0.0023789i,-0.00065534+0.0027933i,-0.00011438+0.0023987i,-0.00044575+0.0024171i,-0.0013645+0.0020174i,-0.0030299+0.0019624i,-0.0043193+0.0025891i,-0.0027919+0.001678i,-0.0011894-0.00056305i,0.00016268-0.0024601i,0.0019942-0.0038156i,0.0025049-0.0034819i,0.0021975-0.0016015i,0.0026621-0.00044107i,0.0034844+7.7988e-05i,0.0033031+0.0013044i,0.0020901+0.002153i,0.0014843+0.0024312i,0.0014429+0.0014592i,0.00058581-0.00053052i,0.00019009-0.00077111i,0.00018157+3.116e-05i
0.001642+0.00097559i,0.0013601-0.00017453i,0.0026667-0.00042149i,0.0026412+0.0001636i,0.0025134+0.0004337i,0.0022448+0.0016291i,0.001722+0.0035017i,0.0017902+0.0055039i,0.0023902+0.0059277i,0.0030872+0.0035941i,0.0033644+0.001594i,0.0021964+0.0013008i,0.00026035+0.002001i,-0.00057534+0.0025745i,-0.00069881+0.0022027i,-0.00056632+0.0019492i,-0.00070037+0.0019354i,-0.00048892+0.0021456i,0.00039205+0.0024298i,0.00054925+0.0014156i,-8.6796e-05-9.2095e-05i,-0.00034311-0.0005353i,-0.00040726-0.00043174i
0.0014525+0.0049891i,0.0029559+0.0053999i,0.0028258+0.0043346i,0.0027092+0.0023104i,0.0020771+0.00067019i,0.001786+8.3284e-05i,0.0025811+0.0015375i,0.0043153+0.002886i,0.0051531+0.0033479i,0.0033277+0.0027251i,0.00070644+0.0020654i,-0.0010388+0.0025614i,-0.0023598+0.0032841i,-0.0036476+0.0030589i,-0.0043414+0.0019833i,-0.0041504+0.00097956i,-0.0031167-0.00068865i,-0.0018336-0.0018841i,-0.0010489-0.00072321i,-0.00039129+0.00021679i,-0.00016409+0.00054397i,3.4438e-05+0.00026206i,-0.00024951-0.0007143i
-0.0058084+1.5088e-05i,-0.0057037+0.00016263i,-0.0044997+0.00077315i,-0.0029565+0.0015407i,-0.0016267+0.001466i,-0.00089558+0.00050113i,0.00017863-0.0012052i,0.0011998-0.0025746i,0.00099584-0.0028094i,0.0001764-0.0019629i,-0.00053835-0.0007907i,-0.00095491-0.0001373i,-0.001209-0.00063675i,-0.0015097-0.0014212i,-0.001693-0.0013183i,-0.001391-0.0011918i,-0.0014304-0.002066i,-0.0019067-0.0022433i,-0.0017224-0.00088566i,-0.0011157-0.00017302i,-0.00069156-0.00022152i,-0.00074625+0.00025756i,-0.00033247-0.00030032i
-0.0021756+0.00057611i,-0.00068877+0.0019925i,-0.00017135+0.0048266i,0.0013554+0.0042393i,0.0022196+0.0015642i,0.00089935-0.00076845i,-0.0022305-0.0032621i,-0.004423-0.0054441i,-0.0047546-0.0055592i,-0.0033101-0.0038603i,-0.0013697-0.0024969i,0.00041663-0.0032566i,0.0017667-0.0047402i,0.002565-0.0041586i,0.0033802-0.0025227i,0.0035242-0.001605i,0.0019178-0.0008134i,0.00041127+0.00020021i,-0.00010226+9.2344e-06i,-0.00021119-0.0005148i,0.0004802+4.3375e-05i,0.0011631-0.00016516i,0.001091-0.0011163i
-0.0011978-6.5795e-05i,-0.0031884-0.00013739i,-0.0043795+0.00086142i,-0.0022665+0.0010414i,-0.00020883+0.00087715i,-0.00097523+0.00020062i,-0.0039848-0.00041898i,-0.0061207-0.00023003i,-0.005727+0.00021618i,-0.0033218+0.00022743i,-0.0001549-0.00076765i,0.0021008-0.0012859i,0.0029047-0.0007764i,0.0031265-0.00035726i,0.0035775+0.00085589i,0.0037109+0.0024222i,0.0032001+0.0023428i,0.0019043+0.0016014i,0.0011876+0.00086972i,0.00086317+0.00029014i,0.0011157+0.00044505i,0.0010972+0.00021505i,0.00061315-0.00049355i
0.0012917+0.00096025i,0.0017023+0.0019095i,0.0020833+0.0006333i,0.002174+0.00056563i,0.00098911+0.00093413i,0.00052206+0.0014431i,-1.7685e-05+0.0029615i,-0.00089559+0.0046898i,-0.00033111+0.0057489i,0.001303+0.0042018i,0.0014793+0.0028431i,0.00068182+0.0026448i,-8.8588e-06+0.0026417i,-0.0010264+0.0028269i,-0.00094775+0.0024358i,-0.00030262+0.0015641i,6.0213e-05+0.00055101i,0.0016846+0.00025703i,0.0023166+0.0008469i,0.0012678+0.0012718i,0.00049131+0.001395i,0.00070574+0.00067755i,0.00071452-0.00015053i
-0.0051634+0.0010575i,-0.0060204+0.00023843i,-0.0055953-0.0001842i,-0.0017805+0.00080053i,0.0015586+0.0021115i,0.0017349+0.0026991i,0.0020478+0.0041616i,0.0039698+0.0064088i,0.0046465+0.0071718i,0.0036691+0.0049328i,0.0016423+0.0017603i,-0.0017013+0.00043354i,-0.0036657+0.00011651i,-0.0036624+0.00021863i,-0.0031146+0.00038478i,-0.0024101-0.0010895i,-0.0013343-0.0026553i,-0.00039334-0.0026996i,7.0797e-06-0.0011286i,-0.00027697+0.00037779i,-0.00047734+0.0011493i,-0.00023296+0.0013581i,0.00032665+0.00058952i
0.00011376+0.00036775i,0.0013207+0.00061413i,0.0039079+0.0016787i,0.0036468+0.0015231i,0.0016153+0.00081446i,0.00083885+0.00071068i,0.001005+0.0014178i,0.0024639+0.0019131i,0.0038387+0.00089663i,0.0030844-0.00091839i,0.00089998-0.0021497i,-0.00024337-0.0027072i,-0.00039757-0.0026434i,-0.0010447-0.0018276i,-0.0011784-0.0012898i,-0.00075338-0.0012574i,-0.00056224-0.00054073i,-0.0013144+6.9285e-05i,-0.0016379+0.00027706i,-0.0013998+0.00072041i,-0.0015881+0.00073384i,-0.001063+0.0007368i,0.00011513+0.00024346i
0.00020504-0.00029137i,-0.0020442+0.00085248i,-0.0036726+0.0020083i,-0.0024672+0.0020528i,-0.0011222+0.00031265i,-0.0019168-0.0015386i,-0.0020128-0.0031411i,-0.0015102-0.0046632i,-0.0016697-0.0054447i,-0.0018302-0.0045195i,-0.00074217-0.0033707i,0.00094734-0.0022967i,0.0023529-0.0017299i,0.0024465-0.0020959i,0.0016631-0.0017872i,0.00092315-8.4054e-05i,-9.7301e-05+0.0020088i,-0.00099741+0.0018667i,-0.00099192+0.00075579i,-0.00064373+0.00025639i,-0.00053469-0.00022449i,-0.00037869-0.00090821i,-0.00076105-0.0011073i
0.0038397+0.0036633i,0.0044242+0.0039638i,0.0048556+0.0031763i,0.0037355+0.00019873i,0.00093449-0.0024988i,-0.00082813-0.0045848i,-0.002194-0.0062929i,-0.004834-0.0075628i,-0.0059655-0.0070158i,-0.0045661-0.0035291i,-0.0022367-0.00016074i,0.00086158+0.00076142i,0.0031987+0.00078195i,0.0035979+0.00065261i,0.002441+5.5863e-05i,0.00031746-0.00035907i,-0.0010353-0.00029935i,-0.00096771+0.00029161i,-0.00046946+0.00015994i,0.00042475-0.00045082i,0.0018426-0.00096716i,0.0020962-0.0012388i,0.0013416-0.0011595i
-0.0033348+0.0031659i,-0.004226+0.0034569i,-0.0049715+0.0030391i,-0.0037938+0.0020291i,-0.00098535+5.8946e-05i,2.3951e-05-0.0016495i,-0.0018076-0.0021879i,-0.0029676-0.001454i,-0.0027531+0.00093404i,-0.0023569+0.0029548i,-0.0023185+0.002601i,-0.0021629+0.001855i,-0.0011405+0.0017079i,-0.00052228+0.0010725i,-0.00028188-5.8521e-05i,0.00042604-0.001177i,0.00023669-0.0016625i,-0.00013342-0.0020206i,0.00095097-0.001577i,0.0018072-0.00076899i,0.0015503-0.00091961i,0.0012038-0.0014069i,0.00054984-0.00097981i
-0.0040111-0.0003044i,-0.0020057-0.0020296i,0.0013553-0.0020949i,0.0040313-0.00092436i,0.0042697+0.00016887i,0.0029252+0.00071883i,0.0016618+0.0039606i,0.0018697+0.0079723i,0.0028851+0.0087066i,0.0031331+0.0052511i,0.0014066+0.00090319i,-0.0017898-0.0015606i,-0.0029492-0.001901i,-0.0021878-0.0011597i,-0.00074073-0.0008425i,0.00060221-0.0012206i,0.001164-0.0020438i,0.0016005-0.0019866i,0.0013951-0.0015197i,0.00017883-0.00059145i,-0.00062129+0.00019501i,-5.1103e-05+0.00076267i,0.00038596+0.00064458i
-0.0016702-0.00083634i,-0.0023474+0.00054452i,-0.0024651+0.0031369i,0.00046922+0.0041626i,0.0032793+0.0032606i,0.0033563+0.0030854i,0.0028599+0.0049673i,0.0042877+0.0074207i,0.0069995+0.0067804i,0.0064809+0.0024034i,0.0039437-0.001018i,0.0017653-0.0019892i,-8.0871e-05-0.0018197i,-0.00032891-0.00092883i,-0.00041055+0.00017439i,4.0359e-05+0.00093439i,0.0011836+0.00097354i,0.001234+0.0011637i,0.00095991+0.0014872i,-5.2721e-05+0.0017744i,-0.000958+0.0020855i,-0.00097839+0.0018182i,-0.00073655+0.0014319i
-0.0026514+0.00045169i,-0.0022098-5.7694e-05i,-0.00081955+0.001283i,0.00074113+0.0023488i,0.0011017+0.0030884i,3.2952e-05+0.0028229i,-0.00063762+0.0008691i,-0.00046791-0.0012099i,-0.00026895-0.0022699i,0.00033496-0.0015078i,0.0033319-0.0002267i,0.0054392+0.00021783i,0.0044972+0.00049336i,0.0032259+0.0012525i,0.0018025+0.0018712i,0.00013495+0.0025335i,-0.00061395+0.0026394i,-0.00097182+0.0022384i,-0.00089395+0.0015875i,-0.00052958+0.00070362i,-0.00014655+8.5795e-06i,0.0003693-0.00067072i,0.00057513-0.00019289i
-0.00035421+0.0020754i,-0.00052598+0.0053044i,-0.00040767+0.0061384i,-0.00018439+0.004848i,-0.0012318+0.0028341i,-0.0024499-0.00016007i,-0.003539-0.0041933i,-0.0058676-0.007627i,-0.0071634-0.0074007i,-0.0060003-0.0032964i,-0.0026962+0.0016749i,0.00081302+0.0038117i,0.0018439+0.002353i,0.0010925+0.00072402i,2.3355e-05+3.5187e-05i,-0.0015428-0.00046535i,-0.0023206-0.00024093i,-0.0014349+5.1525e-05i,-0.00011152+0.00020595i,0.00048043-0.00059668i,0.00081282-0.0013327i,0.0010777-0.0011875i,0.00067694-0.00035152i
