-0.00021825+0.0011908i,-0.00044829+0.002127i,-0.0017713+0.0013479i,-0.0027996+1.6931e-05i,-0.0021338+0.0010918i,-0.0012977+0.0027891i,0.00011899+0.0017282i,0.001211+0.00060724i,0.0010084+0.00046706i,0.00059739-0.0002065i,0.00011433-0.00059014i,-0.00038336-0.00018194i,-0.00056501+0.00017169i,-0.00048235+0.00037524i,-0.00052838+0.00068222i,-0.00075324+0.0013029i,-0.00026802+0.0010675i,0.00022583+0.00048637i,0.00023591+0.00039392i,0.00020352+0.00024277i,-3.7286e-05-5.2325e-05i,-0.00054404-0.00039762i,-0.00064852-0.00038911i
0.00077529-0.001219i,-8.6527e-05-0.0024377i,-0.00096545-0.003039i,0.00018351-0.0031349i,0.003127-0.0018719i,0.0047063+0.00065433i,0.0050843+0.0008333i,0.0047857+0.00026414i,0.0039349-4.368e-06i,0.0034251-0.001191i,0.0025748-0.00179i,0.001299-0.0021729i,0.00014578-0.0019206i,-2.4082e-05-0.0012055i,0.00041849-0.00080464i,0.001068+0.00054358i,0.001578+0.0014297i,0.0019697+0.0014634i,0.00095811+0.0013112i,-0.0001319+0.00060349i,-0.00010159-0.00035414i,9.3504e-06-0.00084968i,0.00015521-0.0005021i
-0.00048653+0.00020059i,-0.00032572-0.0003037i,-0.0013309-0.00048317i,-0.0021011-0.00084332i,-0.00014731-0.0013644i,0.0028853-0.001834i,0.0038528-0.0025187i,0.0027961-0.0034729i,0.00024556-0.003297i,-0.0010919-0.0034385i,-0.00070107-0.0035933i,-0.0019928-0.0022407i,-0.0030356-0.00060881i,-0.0015711-0.00051829i,-0.00058028-0.0009365i,7.9309e-05-0.00029774i,0.00049441+0.0005146i,0.00016441+0.00074515i,0.00013948+0.00013963i,0.00049931-0.00089717i,-0.00042193-0.0011717i,-0.001387-0.000749i,-0.00063891-3.536e-05i
0.0010481-0.00070061i,0.0012918-0.00010626i,0.00048351+0.00062067i,-0.0025519+0.0015266i,-0.0050427-0.00069702i,-0.0039493-0.0038342i,-0.0023665-0.0053307i,-0.0021108-0.005522i,-0.0028241-0.0029711i,-0.0039271-0.00098189i,-0.0036585-0.0010735i,-0.0026645+0.00068482i,-0.0020043+0.0023248i,-0.0010916+0.0016038i,-0.0012637+0.00023977i,-0.0017905-0.0011433i,-0.0012214-0.0019636i,2.2003e-05-0.0014155i,0.00019767-0.00013765i,-3.9739e-05+0.00077101i,-0.00069697+0.0016368i,-0.001118+0.0016564i,-0.00097447+0.00057431i
-0.0010396-0.00020986i,-0.00077816-0.00049409i,-0.0010666-0.00010686i,-0.0015314+0.0024681i,-0.0024932+0.0042126i,-0.0041927+0.0024939i,-0.0058274+0.00048306i,-0.0056446+0.00021621i,-0.0040799+0.00139i,-0.0017799+0.0017968i,0.0001877+0.00074689i,0.00091073+0.00057745i,0.0011192+0.0011921i,0.00078317+0.0010326i,-8.4749e-05+0.00051283i,-0.0011156+2.0694e-05i,-0.0010013-0.00011188i,-0.00024062+0.00082788i,-0.00029187+0.00075421i,-0.00066058+0.00045272i,-0.00031506+0.0011541i,0.00045114+0.0018957i,0.00095327+0.0017571i
-0.00059752+0.00096411i,0.0014023-0.0001051i,0.0037862-0.0002886i,0.0045762+0.00094198i,0.003282+0.0040754i,0.0011449+0.0065635i,-0.00074642+0.0066449i,-0.0021832+0.0049461i,-0.0014035+0.0030181i,0.00038031+0.0016598i,0.0015444+0.00080533i,0.001945-0.00037427i,0.0023174-0.0015738i,0.0019946-0.0015056i,0.001682-0.00033867i,0.0013739+0.00095608i,-0.00037428+0.0019427i,-0.0015052+0.0012528i,-0.00010022+0.00070348i,0.0012915+0.000504i,0.0018037-0.00022221i,0.0015045-0.00046409i,0.00081059+0.00018435i
0.00099749-0.0018982i,-0.0005606-0.0033771i,-0.0021937-0.004103i,-0.0023128-0.0036841i,0.00037312-0.001855i,0.0026928+0.0016431i,0.003879+0.0038631i,0.0040337+0.003606i,0.002259+0.0011018i,0.0010404-0.0016616i,0.00059168-0.0020551i,-0.00022809-0.0011528i,-0.0011388-0.0015303i,-0.0016377-0.0019998i,-0.00083265-0.001291i,0.0002318-0.00057506i,0.00055076-0.00038328i,0.00062986-0.00053657i,0.00031077-0.0002331i,-0.00031916-0.00051105i,0.00013996-0.0013009i,0.00090435-0.0015515i,0.0009388-0.0009591i
0.0013168+0.0010033i,0.00095108+0.0013884i,0.00020388+0.0012125i,-0.00040426-0.00038302i,0.00029183-0.0028447i,0.003008-0.0039602i,0.0050946-0.0036285i,0.0050911-0.0027547i,0.002728-0.0009911i,-0.00010468+5.5591e-05i,-0.0012941+2.095e-05i,-0.0022865-0.00046748i,-0.0032199-6.0503e-06i,-0.002667-4.0994e-05i,-0.0010408-0.0005795i,-0.00029338-0.0013604i,-0.00033896-0.0016728i,-0.00039205-0.00099041i,-5.5121e-05-0.00065357i,-0.00053353-0.0011566i,-0.0016236-0.0017594i,-0.0018538-0.001911i,-0.0012086-0.0017268i
-0.00011921-3.3801e-05i,-0.0012588+0.00086401i,-0.0038978+0.0025996i,-0.0061972+0.0040735i,-0.0063822+0.0025846i,-0.0033353-0.0015498i,-0.00045771-0.0048186i,-7.6684e-05-0.0055725i,-0.00047332-0.0031053i,-0.00014668-0.00023969i,0.00024355+0.0012066i,-5.358e-05+0.0025341i,-0.00010715+0.0034254i,0.00018618+0.0026048i,-0.00076832+0.00046173i,-0.0014791-0.00071579i,-0.0014266-0.00073734i,-0.00089846+1.469e-05i,-0.00020263+0.00053123i,-0.00011987+0.00028431i,-0.00032497+0.00059227i,-0.00092916+0.00030689i,-0.0016467+1.2752e-05i
-0.00099179-0.00065276i,-0.00096847-0.0011321i,-0.0004825+0.00028346i,-0.00026902+0.0044115i,-0.0020185+0.0063404i,-0.0048101+0.0028981i,-0.0062306-0.0015393i,-0.0057151-0.0030075i,-0.0029069-0.0021677i,0.00052797-0.0014078i,0.0017099-0.0010731i,0.0019404+0.000357i,0.0030716+0.0016529i,0.0029528+0.0014686i,0.00077034+0.0011841i,-0.00058435+0.001406i,-0.00044298+0.0015609i,-0.00049584+0.001044i,-0.00076015-8.2722e-05i,-0.0007719-0.00023289i,-0.00036504+0.00097468i,-0.00038561+0.00083862i,-0.00028976+0.00070453i
-0.001116-0.0018678i,0.0012819-0.002795i,0.0039759-0.0033365i,0.0040857-0.0022842i,0.0030212+0.00062522i,-0.00028042+0.0032115i,-0.0036143+0.0036409i,-0.0043447+0.0031625i,-0.0026425+0.0010105i,-0.00035671-0.0016798i,-0.00025878-0.0025651i,0.00016187-0.0024354i,0.0019203-0.0021105i,0.0019967-0.0016857i,0.00073145-0.00072241i,0.00024228+0.00024332i,0.00016082-0.0001098i,0.00037556-0.001106i,0.0014021-0.00037796i,0.0020196+0.00046063i,0.0020288+0.00011626i,0.001691-0.00065776i,0.0015274-0.00072924i
0.0013547+0.00022015i,0.00026453-0.0012774i,-0.0019677-0.0027832i,-0.0016738-0.0042559i,0.0019449-0.0030211i,0.0037968+0.0007088i,0.0033418+0.0046734i,0.0019356+0.0060795i,-3.174e-05+0.002787i,-0.0020278-0.0009325i,-0.0030397-0.0018297i,-0.0032104-0.0020003i,-0.0032402-0.00291i,-0.0026586-0.0031359i,-0.0005431-0.0012917i,0.00086176-0.00020122i,0.00019562-0.00032534i,-0.00022912-7.8227e-05i,0.00036257+0.00014356i,0.00045525-0.00010147i,-0.00035695-0.001162i,-0.00050253-0.0016106i,-0.00014798-0.00064376i
0.0016857-0.0016583i,0.00088616-0.0028044i,-0.0036825-0.0048114i,-0.0088309-0.0045128i,-0.0089572-0.0028468i,-0.0029534-0.0015008i,0.0028123-0.00104i,0.0040941-0.00043561i,0.0018822+0.00013211i,-0.0011849+0.00078979i,-0.0025542+0.0015066i,-0.0029529+0.00081885i,-0.0041155+0.00086776i,-0.0041007+0.0014676i,-0.0020224+0.0005376i,-0.0007667-0.00083806i,-0.0010183-0.0011623i,-0.00059776-0.00036191i,0.00028213-6.8844e-05i,-0.00023027-0.00030957i,-0.00099818-0.00021692i,-0.0014132-0.00064255i,-0.001009-0.0013769i
0.00063987+0.0013898i,0.0001633+0.0020319i,-0.00066256+0.0043115i,-0.0021256+0.0052403i,-0.0041484+0.0033787i,-0.0031145-6.4666e-06i,-0.00010335-0.0042622i,0.0020726-0.0054826i,0.0026183-0.001698i,0.002206+0.0019936i,0.0012345+0.0024407i,-0.00068954+0.0028448i,-0.00114+0.0047186i,-0.00035198+0.0046275i,-0.00044162+0.0027131i,-0.00053053+0.0014946i,-0.00039078+0.0010993i,-0.0003977+0.00090901i,0.0001174+0.00030875i,0.00014439+0.00014435i,0.00029525+0.0002035i,0.00029611+0.00043095i,-7.955e-05+0.00080053i
-0.0020878+0.00063181i,-0.00047966+0.00058542i,0.0020212+0.0020409i,0.0031072+0.005858i,0.001492+0.0075873i,-0.0012459+0.0036441i,-0.0040449-0.0018496i,-0.0048594-0.004706i,-0.0022816-0.0038841i,0.00082004-0.0015845i,0.0029035-0.00058193i,0.0037519+0.00028924i,0.0039936+0.0014524i,0.0033629+0.0018409i,0.0021474+0.0019342i,0.0013956+0.0020717i,0.00029487+0.0021445i,-0.0005785+0.0017029i,-0.00045594+0.001122i,0.00028205+0.00053944i,0.00062917+0.00026617i,0.00053121+0.00065859i,0.00056291+0.0010071i
-0.0021793-0.0021469i,-0.0031818-0.002774i,-0.0025557-0.0035406i,0.0012855-0.0015637i,0.0037315+0.0024426i,0.0013262+0.004856i,-0.0026745+0.0043638i,-0.004951+0.0026912i,-0.004535-5.6996e-05i,-0.0018195-0.0026312i,-0.0004081-0.0026357i,0.0008092-0.0023649i,0.0025846-0.0032152i,0.0023588-0.003223i,0.0011207-0.0023118i,0.0012009-0.0015763i,0.0018437-0.00099942i,0.0013307-0.0008199i,0.00072852-0.00037542i,0.0002825-0.00029349i,8.4635e-05-0.00063527i,0.00063995-0.0006553i,0.00052067-0.00091052i
0.00050758-0.00028153i,-0.00046489-0.001663i,-0.00072394-0.0032514i,-0.00056828-0.0057665i,0.0011425-0.0062134i,0.0033954-0.0020252i,0.0031523+0.0032597i,0.0010561+0.0056243i,-0.0016252+0.004068i,-0.0028203+0.001403i,-0.0020273-0.0002866i,-0.0015475-0.0018739i,-0.0023463-0.0036583i,-0.0022312-0.0039952i,-0.001331-0.0031988i,-0.00086539-0.0024002i,-0.00083806-0.0020352i,-0.00075375-0.0015334i,-5.9558e-05-0.00088472i,-0.00028776-0.00028609i,-0.0011951+6.6979e-05i,-0.001098+0.00040612i,-0.00060819+0.00042764i
0.00028656+0.0021353i,0.0005789+0.0015883i,-0.0018177+0.0012861i,-0.0055226+0.00032959i,-0.0058153-0.0023282i,-0.0010468-0.0038188i,0.0041686-0.0020643i,0.006636+0.0012762i,0.0046005+0.0035784i,0.0011484+0.0033184i,-0.00092988+0.0020558i,-0.0029082+0.00053051i,-0.0046853-0.0010586i,-0.0046795-0.0013338i,-0.0027012-0.0004459i,-0.0016203+0.00024896i,-0.0014265+0.0002282i,-0.00085412+0.00063961i,7.3669e-05+0.0010391i,-0.0002574+0.0010641i,-0.00061193+0.00071842i,0.00026263-0.00012415i,0.00054561-0.00033445i
0.0011652-0.0016799i,0.0010171-0.00081654i,-0.0015106+0.00098822i,-0.005606+0.0047868i,-0.0082172+0.0064376i,-0.0061952+0.0021588i,-0.0014671-0.003126i,0.00277-0.0055647i,0.0044722-0.0038152i,0.003262-0.00060131i,0.0012036+0.00043983i,9.8391e-05+0.0014714i,-0.0010836+0.0039078i,-0.0014469+0.0046705i,-0.00047964+0.0027317i,-0.0005147+0.0011461i,-0.00038348+0.0013527i,0.00046379+0.0013328i,0.00079551+0.00047468i,0.0008273+0.00059252i,0.0010682+0.0010894i,0.00083517+0.00092946i,0.00035023+0.00039349i
0.00061415-0.0016351i,0.0016563-0.00065601i,0.0037377+0.0018968i,0.0045864+0.0072684i,0.0024206+0.011037i,-0.0012108+0.0076159i,-0.0048933-0.00012867i,-0.0061387-0.00574i,-0.0030648-0.0072538i,0.00047499-0.004814i,0.00096897-0.001762i,0.0011279+0.00082862i,0.0027516+0.0037368i,0.0035419+0.0041986i,0.0025418+0.0020611i,0.0015668+0.00072215i,0.0010195+0.0012148i,0.00039998+0.0014233i,0.00022724+0.00058765i,0.00011268-0.0001862i,-9.5929e-05-0.00087105i,-0.00053396-0.0014535i,-0.00079416-0.0014944i
0.0016483+0.0016589i,0.0019488-0.00081761i,0.0034764-0.003957i,0.0070573-0.0060578i,0.0088987-0.0039178i,0.004443+0.00045745i,-0.0026086+0.0025532i,-0.0072722+0.0015586i,-0.0071323-0.0013457i,-0.0047608-0.0027808i,-0.0024492-0.0021369i,0.0005205-0.0013931i,0.0029581-0.0018846i,0.0025222-0.0021325i,8.0949e-05-0.00094248i,-0.0005486-0.00020138i,0.00031799-0.00092113i,0.00018183-0.001561i,-0.00057762-0.00073894i,-0.0010559-8.6026e-05i,-0.0010507+0.00013045i,-0.00061771+0.00020566i,-0.00072283+0.00032006i
-0.0014689+0.0009024i,-0.0016655-0.0014386i,-0.0035979-0.0036184i,-0.0045307-0.006891i,-0.00105-0.0083259i,0.0022153-0.0041256i,0.002118+0.0023083i,-0.00045011+0.0068159i,-0.003969+0.0074149i,-0.0047813+0.0053401i,-0.0027957+0.002488i,-0.000806-0.00044203i,-0.00090416-0.0032332i,-0.0014915-0.0036974i,-0.00095382-0.0019912i,-0.00049023-0.0007027i,-0.001067-0.00025853i,-0.0011848-2.9758e-05i,-0.00084847+0.00065623i,-0.00033725+0.0010589i,-0.00063505+0.0013744i,-0.0011946+0.0011049i,-0.00014405+0.00048924i
0.00078433+0.0003105i,0.0003091+0.00072775i,-0.0037029+0.0011318i,-0.0097476+0.00048169i,-0.011716-0.002499i,-0.0064454-0.0033498i,0.00092434-0.0020138i,0.0049303+0.00062191i,0.0047869+0.0051997i,0.0026098+0.0063444i,0.0014757+0.0035904i,-0.00037782+0.00045018i,-0.0035741-0.00043993i,-0.0038193+3.265e-05i,-0.0016435+0.0003479i,-0.00050304+0.00066893i,-0.00052026+0.0013436i,-0.00018768+0.0016485i,0.00097083+0.00053318i,0.00077242-0.00072146i,0.00011611-0.0010413i,0.00011396+0.00015686i,5.2117e-05+0.00098754i
0.0021833-0.0010403i,0.0021088-0.00061479i,0.0018329+0.0019383i,-0.00032833+0.0076346i,-0.005115+0.0093956i,-0.005328+0.0038727i,-0.0002004-0.0028272i,0.0047377-0.0055172i,0.0081969-0.0028711i,0.0081756-0.00079246i,0.0045026-0.0013156i,0.00020561-0.00047125i,-0.0025284+0.0015028i,-0.0014825+0.0022643i,0.0005083+0.0012887i,0.00080519+0.00014409i,0.00081198+2.7991e-05i,0.00082428+0.00080384i,1.536e-05+0.00061891i,6.9753e-05-0.00055406i,5.1251e-05-0.0005622i,-2.2929e-05-0.00029807i,-0.00049431-0.00067403i
-3.7316e-05+0.00075417i,0.0026698-0.00010914i,0.0054716+0.0018585i,0.010176+0.0063151i,0.010888+0.010366i,0.0044991+0.0074616i,-0.0017409+0.00017937i,-0.0046669-0.0059013i,-0.0028419-0.0088233i,0.0009548-0.0083379i,0.0015052-0.0055862i,0.00033147-0.0016437i,0.00037045+0.00095178i,0.00035427+0.001606i,9.2771e-06+0.00090051i,-9.0367e-05-0.0010905i,-0.00028051-0.0014393i,-0.00036276-0.001162i,-0.00020812-0.0008375i,-0.00039925+3.9574e-05i,-0.0005637+0.00027303i,-0.00024818-0.00059754i,2.7705e-05-0.00096792i
0.00036401+0.0010053i,0.0023594-0.0012611i,0.0046515-0.0057974i,0.0082901-0.0094106i,0.011269-0.0089232i,0.0075197-0.0047775i,-0.00069779+0.000321i,-0.0069666+0.0017027i,-0.008773-0.0012367i,-0.0064009-0.0033849i,-0.0032819-0.0015387i,-0.00087592+0.0011942i,0.00093644+0.0014385i,0.00082074+0.0005746i,-0.00054434+0.00028756i,-0.0015071-0.00045986i,-0.0015734-0.000737i,-0.0012851-0.00059123i,-0.0014776-0.00020356i,-0.0011879+0.00046809i,-1.6692e-05+0.0014523i,0.0003697+0.0012475i,0.00079362+0.0001311i
-0.0025177-0.00061822i,-0.0053183-0.0021994i,-0.0098084-0.0049065i,-0.011056-0.010168i,-0.0068644-0.01301i,-0.0020438-0.008218i,0.0010165+0.00015324i,0.00027484+0.0065781i,-0.0038785+0.0081043i,-0.006038+0.0063287i,-0.003785+0.0043543i,-0.00034722+0.0019838i,0.0010152-0.00046328i,0.0014175-0.00039618i,0.00035548+0.0013804i,-0.0015038+0.0022167i,-0.0023604+0.001349i,-0.0020291+0.00072593i,-0.0011306+0.0016943i,2.6777e-05+0.0018782i,0.00057738+0.001248i,0.00075556+0.00057171i,0.0012588-6.4915e-05i
-0.00020906-0.0030822i,-0.0010099-0.00076616i,-0.0070437+0.0031907i,-0.015362+0.005645i,-0.018362+0.0044679i,-0.012395+0.0007606i,-0.0020773-0.0010135i,0.0050856+0.00078896i,0.0054316+0.004578i,0.0023323+0.0067461i,0.0022536+0.0051257i,0.0020623+0.0011716i,-0.00040581-0.0014509i,-0.0010499-0.0016767i,0.00091065-0.00037444i,0.0020457+0.0011841i,0.001103+0.0018684i,0.00087123+0.0013981i,0.00082418+0.00071662i,0.00069574-6.0373e-05i,0.00080606-0.00085297i,0.00030331-0.00092989i,-0.00042485-0.00097401i
-0.00014765-0.00039129i,-0.00086811+0.00158i,-0.00098051+0.0070661i,-0.0017952+0.015745i,-0.0036688+0.018455i,-0.0042485+0.012244i,-0.0022046+0.0020011i,0.002282-0.0060177i,0.0068516-0.0060914i,0.0078549-0.0015504i,0.0051015-0.00088637i,0.0011029-0.002032i,-0.00033043-0.00062272i,4.1055e-05-0.00026402i,0.0010982-0.0020252i,0.0017424-0.0032129i,0.0017482-0.0023687i,0.0016107-0.00038646i,0.0015334-0.00015374i,0.00098745-0.00088412i,-0.0002937-0.0016593i,-0.0014982-0.0014248i,-0.0022522-0.00022068i
0.0017359-0.0012849i,0.0040541-0.0024731i,0.0079919-0.0019752i,0.01448+0.0021552i,0.017162+0.008496i,0.010892+0.0091037i,0.0011668+0.0028134i,-0.0050833-0.00329i,-0.0035095-0.0067711i,0.0011823-0.0077578i,0.0012254-0.0064924i,-0.0014606-0.0027576i,-0.0015955+0.001009i,-0.0013861+0.0005695i,-0.0023906-0.0018332i,-0.0020237-0.0027364i,-0.00072586-0.0022181i,-0.00032204-0.0011128i,-0.00058501+0.00034006i,-0.00089939+0.0019525i,-0.0011726+0.0021267i,-0.0010299+0.001349i,-0.00048215+0.0011636i
-0.00060427+0.0048837i,5.2915e-05+0.0013309i,0.0021248-0.0048728i,0.0080031-0.010715i,0.014446-0.011981i,0.012784-0.0069825i,0.0045667-9.8527e-05i,-0.0027456+0.0045133i,-0.006245+0.0027832i,-0.0069291-0.0025037i,-0.0058226-0.0028355i,-0.0033602+0.00013945i,-0.0010587+0.0013149i,-0.00089252+0.0016888i,-0.002656+0.0023817i,-0.0041458+0.0019076i,-0.003978+0.00084278i,-0.0025835+0.00030576i,-0.001382+0.00038468i,-0.0009379+0.00092185i,-0.00028766+0.0010042i,0.00025329+0.00054677i,0.00054598-0.00010374i
-0.0010844-0.0022361i,-0.002307-0.0038221i,-0.006863-0.0088182i,-0.013262-0.015002i,-0.014403-0.018644i,-0.0084502-0.014273i,-0.0012291-0.0048063i,0.0028006+0.0037862i,0.00017695+0.0067519i,-0.0045364+0.0045307i,-0.0042577+0.003499i,-0.0013524+0.0031937i,0.00020301+0.001637i,0.00075688+0.00104i,0.001289+0.0020122i,0.0010578+0.0032342i,-0.00071635+0.0030494i,-0.0013986+0.0019943i,0.00056808+0.0017541i,0.0014745+0.0014446i,0.0014222+0.00075868i,0.0016996-9.736e-05i,0.001229-0.001069i
0.00089178+0.0012859i,0.00070385+0.0036461i,-0.0048956+0.0075402i,-0.014911+0.009924i,-0.021189+0.0077303i,-0.016909+0.0025673i,-0.0053764-0.0017516i,0.0042272-0.0037435i,0.0064188-0.00057499i,0.003822+0.0034287i,0.0027995+0.0031396i,0.0030635+0.00012267i,0.0018361-0.0015271i,0.0010951-0.00074477i,0.0031277-0.0010182i,0.0044174-0.00083263i,0.0033844+0.0012766i,0.0023552+0.0016183i,0.0020012+5.266e-05i,0.00085277-0.00092935i,-0.00030842-0.0014743i,-0.00048219-0.0016135i,-0.00038163-0.0011685i
0.0022154-0.0027599i,0.0012482-0.00091868i,0.00072605+0.0061353i,0.00039108+0.017414i,-0.003476+0.024384i,-0.0065757+0.017983i,-0.0056049+0.0039164i,-0.0034037-0.0075297i,-0.00035135-0.0099566i,0.0027724-0.0047737i,0.0032228-0.0020512i,0.0014442-0.0033702i,0.00036231-0.0026264i,0.0012249-0.0016684i,0.0018179-0.0028217i,0.0012576-0.0035405i,0.0013035-0.003093i,0.0014028-0.0015711i,0.00017978-0.00027424i,-0.00038789-0.00027871i,-2.122e-05-0.00040032i,-0.00032819-0.00015121i,-0.00019359-5.714e-05i
0.0018534+0.0012592i,0.0053798-0.00022758i,0.010004-0.0013634i,0.019348+0.00075129i,0.024713+0.0069061i,0.016466+0.0098491i,0.0016833+0.006062i,-0.0095087+8.2124e-05i,-0.010233-0.0034742i,-0.0042134-0.0044322i,-0.0012788-0.0048779i,-0.0022354-0.0033035i,-0.003019-0.00047207i,-0.0028332-0.00017541i,-0.0038876-0.001325i,-0.0045134-0.0021973i,-0.0028112-0.002342i,-0.0019824-0.00096454i,-0.00215+0.00029194i,-0.0016602+0.00061938i,-0.0011277+0.0010342i,-0.00053749+0.0017243i,-0.00013197+0.0012746i
-0.0023608+0.0011745i,-0.0031107-0.0013538i,-0.0018268-0.0084879i,0.0034333-0.017863i,0.010295-0.020976i,0.012589-0.012474i,0.0070086+0.00098291i,-0.0014592+0.010765i,-0.0056668+0.010828i,-0.0048499+0.0047053i,-0.0041822+0.0012702i,-0.0040001+0.0021118i,-0.0022606+0.0012994i,-0.0011131-0.00015226i,-0.0019921+0.00090917i,-0.0028188+0.001879i,-0.0026184+0.0005476i,-0.0020376-0.00024796i,-0.0010509+0.00049916i,1.0625e-05+0.00067674i,-6.2174e-05+0.00031541i,-0.00056378+0.00035129i,-6.5753e-05+6.8258e-07i
-0.005107+0.00032964i,-0.0062659-0.00011674i,-0.010427-0.0016533i,-0.017725-0.0071655i,-0.019068-0.013863i,-0.0097555-0.014687i,0.002883-0.0063966i,0.010474+0.0045309i,0.010589+0.0095626i,0.0046367+0.0077067i,-0.00043566+0.0051985i,-0.00054579+0.0045633i,0.0013644+0.003447i,0.0014312+0.0021836i,0.00093658+0.0022052i,0.00093686+0.003263i,-9.5638e-05+0.0030826i,-0.00010437+0.002281i,0.00065955+0.0018048i,0.0009277+0.0011597i,0.00082317+0.00030684i,0.00010573-0.0003282i,-0.0004046-0.00020893i
-0.00042767+0.00078452i,-0.0012271+0.0044105i,-0.0067693+0.010221i,-0.016881+0.015872i,-0.024231+0.015319i,-0.01924+0.0061803i,-0.0054473-0.0049009i,0.0071002-0.011346i,0.01198-0.010083i,0.0086364-0.0046957i,0.005641-0.00053963i,0.0052498+0.00027519i,0.0025769-0.00022163i,0.00019024-0.00013954i,0.0017542-0.00067325i,0.0026172-0.00061254i,0.0011348+0.00012266i,0.0013407+0.00013458i,0.0019737-0.0004766i,0.0016844-0.00099724i,0.0015813-0.0010685i,0.00087823-0.00048259i,0.00026911+1.9058e-05i
0.0024031-6.8647e-05i,0.0047278+0.00029608i,0.0077865+0.0063008i,0.0099143+0.019428i,0.006619+0.027956i,-0.0010607+0.01979i,-0.0067138+0.0021838i,-0.0084163-0.013736i,-0.0061898-0.019971i,-0.0019346-0.014001i,0.00096959-0.0066674i,0.0009242-0.0050386i,-0.00054215-0.0030976i,-0.00084208-0.00090845i,-0.00092416-0.0013184i,-0.00060316-0.0025429i,0.00024638-0.0026673i,0.00067521-0.001747i,0.00023898-0.0016332i,-0.00035064-0.0020699i,-0.00049365-0.0014501i,-0.00061892-0.00021228i,-6.7761e-05+0.00015415i
7.8998e-05+0.00011226i,0.0039782-0.00064407i,0.010083-0.0026639i,0.019726-0.0027635i,0.025208+0.0021444i,0.018294+0.0072711i,0.0014687+0.0073443i,-0.01539+0.0042769i,-0.020869+0.00084558i,-0.014193-0.0018037i,-0.0067655-0.0038698i,-0.0044716-0.0039213i,-0.0028882-0.0015943i,-0.0011984-0.00024891i,-0.002271+0.00010699i,-0.0032403+0.00046214i,-0.0017156-0.00022923i,-0.00091237-0.00061842i,-0.0010396+0.00010127i,-0.00078187+0.00076199i,-0.00092019+0.00011565i,-0.0007263-0.00032047i,-0.00034217+0.0002292i
-0.00063487-0.0010606i,-0.0039957-0.0062398i,-0.0032988-0.016647i,-0.00053908-0.027883i,0.0039996-0.030272i,0.0062121-0.016104i,0.0041635+0.0041244i,-0.00082588+0.018569i,-0.0053191+0.022244i,-0.0055018+0.014338i,-0.0051316+0.0057042i,-0.0051419+0.0030484i,-0.003048+0.0018932i,-0.0010039+3.0473e-05i,-0.0014741-0.00054108i,-0.0016258+6.4358e-06i,-0.0015693+0.00038849i,-0.0019177+0.0008158i,-0.0017081+0.00062626i,-0.00108+0.0010145i,-0.00077243+0.0015734i,-0.00097045+0.0015087i,-0.00078192+0.00051737i
-0.0019761-0.0010299i,-0.0046167-0.0035516i,-0.012685-0.005486i,-0.023922-0.0075807i,-0.026497-0.011987i,-0.014075-0.013722i,0.003428-0.0070596i,0.016546+0.0046098i,0.020351+0.011273i,0.014207+0.0096198i,0.0052821+0.0071644i,0.00079981+0.0063927i,-0.00015697+0.0039381i,-0.0006054+0.0017416i,0.00037048+0.00059639i,0.0013859-0.00067367i,0.00027815-0.00065184i,-0.00039271+0.00033526i,0.00049789+0.00029088i,0.00019421-0.00011293i,6.9931e-05+4.9568e-05i,0.00040464+0.00017094i,0.00046181+0.00022001i
-0.0013013+0.001475i,-0.0020486+0.005382i,-0.0060079+0.015253i,-0.013487+0.025297i,-0.019442+0.024803i,-0.015472+0.012283i,-0.0034742-0.0043472i,0.0087884-0.016578i,0.015225-0.017633i,0.013644-0.010302i,0.0094191-0.0029486i,0.0069593-0.0010502i,0.0035952-0.0013717i,-7.8086e-05-0.00075919i,-0.00086971-0.0010325i,-0.00039089-0.0013963i,3.1526e-05-0.00049043i,0.00017545+0.0004188i,1.0077e-05+2.3653e-05i,0.00036103-0.00066014i,0.00090119-0.0016732i,0.0012558-0.0016979i,0.0013571-0.0010054i
0.0007927+0.0013235i,0.0035047+0.0026958i,0.0077629+0.0096709i,0.014393+0.021754i,0.015715+0.027688i,0.0065324+0.01926i,-0.0052474+0.0016072i,-0.012235-0.015272i,-0.013072-0.022453i,-0.0081724-0.017923i,-0.0017266-0.010553i,0.0010987-0.0071509i,0.00067418-0.0039373i,9.6779e-05-0.00019885i,-0.00039719+0.00066492i,-0.0013286+0.00058066i,-0.00048324+0.00021321i,-4.5598e-05-5.5054e-05i,-0.00064223+0.00038514i,-0.00074003-2.0815e-06i,-0.00053336-0.00064919i,-0.00069821-0.00092991i,-0.00061966-0.00049105i
0.0018171-0.00041245i,0.0056283-0.0023833i,0.014077-0.0078687i,0.023488-0.011905i,0.026202-0.010488i,0.016562-0.0026681i,-0.0014581+0.0045343i,-0.018449+0.0066528i,-0.025802+0.0052938i,-0.019904+0.0026925i,-0.011-0.0005447i,-0.006874-0.0024951i,-0.0027507-0.00018318i,0.0013463+0.0020106i,0.0021931+0.0017728i,0.0014783+0.0013597i,0.00060445+0.00076672i,-5.0352e-05+8.3781e-05i,-0.00031782-0.00012685i,-0.0016032+0.00050704i,-0.0025117+0.001586i,-0.0020552+0.0023344i,-0.0014011+0.0017634i
